Ftherm_star	Ftherm_planet	Frefl_planet	
PPopPhotometry.Star.Blackbody	PPopPhotometry.Planet.Thermal	PPopPhotometry.Planet.Reflected	
826302.657645194791	00001.987293518930	00000.000097613264	
826302.657645194791	00004.454262276432	00000.000530721601	
826302.657645194791	00000.119265393414	00000.000008766048	
826302.657645194791	00000.183115601510	00000.000006007438	
826302.657645194791	00000.567876242032	00000.000000251493	
826302.657645194791	00000.052354280415	00000.000000384066	
826302.657645194791	00003.039555236850	00000.000104137968	
826302.657645194791	00000.642703571422	00000.000028029950	
826302.657645194791	00000.098426832242	00000.000017481004	
826302.657645194791	00000.118965411667	00000.000001887338	
826302.657645194791	00000.237622913120	00000.000008646106	
826302.657645194791	00000.158747737483	00000.000020005474	
826302.657645194791	00000.574598476924	00000.000028693209	
826302.657645194791	00000.314600576250	00000.000007638801	
826302.657645194791	00002.253758588476	00000.000034721157	
826302.657645194791	00000.217138805474	00000.000009715320	
826302.657645194791	00000.511572383781	00000.000050918002	
826302.657645194791	00031.294057647622	00000.241680994540	
826302.657645194791	00124.098710768555	00000.159321099180	
826302.657645194791	00000.299785762413	00000.000001042805	
139235.765031308925	00001.207132376636	00000.000522004111	
139235.765031308925	00000.256255957874	00000.000024884417	
139235.765031308925	00000.365258109564	00000.000029305257	
139235.765031308925	00006.345623044622	00000.004161382324	
139235.765031308925	00002.015937236180	00000.000053845660	
139235.765031308925	00000.721263730312	00000.000009422228	
139235.765031308925	00004.116994354366	00000.000021949757	
139235.765031308925	00000.115590837599	00000.000002093140	
139235.765031308925	00000.070524670597	00000.000055883819	
139235.765031308925	00004.417844194592	00000.002009475443	
139235.765031308925	00002.224901824283	00000.000094904914	
139235.765031308925	00000.075678092470	00000.000032915038	
139235.765031308925	00000.009517919791	00000.000008687308	
139235.765031308925	00001.774175010250	00000.000898942272	
139235.765031308925	00000.134461701528	00000.000106176293	
139235.765031308925	00000.228347676010	00000.000101308653	
139235.765031308925	00000.011743793158	00000.000000328866	
139235.765031308925	00001.744442427036	00000.000070009079	
139235.765031308925	00000.272124454905	00000.000023215552	
139235.765031308925	00000.013758282058	00000.000005780092	
139235.765031308925	00000.303150306408	00000.000012575059	
139235.765031308925	00000.305247094219	00000.000291317864	
139235.765031308925	00001.979443180202	00000.000146740413	
139235.765031308925	00000.606109770334	00000.001649846600	
139235.765031308925	00009.891977021582	00000.003449034387	
139235.765031308925	00000.354963699831	00000.000006262052	
139235.765031308925	00000.066392055792	00000.000005182549	
139235.765031308925	00006.930537554224	00000.004645924499	
139235.765031308925	00000.140048762262	00000.000046116645	
1193377.890875293408	00011.130505266021	00000.000053171682	
1193377.890875293408	00125.372424585417	00000.001307473805	
1193377.890875293408	00000.324850162093	00000.000009165621	
1193377.890875293408	00005.296178571034	00000.001883891725	
1193377.890875293408	00016.601107942540	00000.008664795593	
493340.026141167327	00008.699498538520	00000.000016236331	
493340.026141167327	00007.167185689295	00000.000117042822	
493340.026141167327	00001.317393387687	00000.000049156711	
493340.026141167327	00000.501589022338	00000.000580154160	
493340.026141167327	00001.368570221370	00000.000014073951	
493340.026141167327	00006.625402847281	00000.003955521528	
2914411.697981791571	00041.381277180945	00000.068151525650	
2914411.697981791571	00155.967498577691	00000.151722774754	
2914411.697981791571	00098.494659397673	00000.112855766176	
2914411.697981791571	00052.720721292032	00000.034118057090	
2914411.697981791571	00000.450874004889	00000.000037126415	
2914411.697981791571	00004.483933253257	00000.000085745111	
2914411.697981791571	00062.885299578967	00000.012971470350	
2914411.697981791571	00001.808621435427	00000.000942622735	
2914411.697981791571	00020.407101503940	00000.135373128031	
2914411.697981791571	00017.678594247972	00000.044959754542	
2914411.697981791571	00002.267848262735	00000.000751648372	
2914411.697981791571	00000.520404391446	00000.000051781720	
2914411.697981791571	00010.641525520461	00000.015526090223	
2914411.697981791571	00010.555870717455	00000.000691068103	
2914411.697981791571	00002.545704876353	00000.000571613293	
2914411.697981791571	00030.725104734797	00000.028706805428	
2914411.697981791571	00016.352823853571	00000.000912166910	
2914411.697981791571	00002.316754723379	00000.000111345363	
2914411.697981791571	00010.747242331287	00000.001911649409	
2914411.697981791571	00008.624777573605	00000.000653815937	
2914411.697981791571	00000.638097627649	00000.000209243257	
2914411.697981791571	00003.766587324628	00000.000127152915	
2914411.697981791571	00160.713584614382	00000.008166922806	
2914411.697981791571	00017.818068825682	00000.001640286901	
2914411.697981791571	00001.882977911645	00000.000115808133	
2914411.697981791571	00001.685143246520	00000.000014344827	
2914411.697981791571	00016.493889595623	00000.022513843979	
2914411.697981791571	00033.484909197412	00000.005592796248	
2914411.697981791571	00005.319062812071	00000.003447965795	
2914411.697981791571	00045.331178003013	00000.001676602582	
2914411.697981791571	00005.353900428562	00000.001450698854	
2914411.697981791571	00000.764803515762	00000.000128577610	
874441.653241100954	00851.998052746620	00000.720789783991	
874441.653241100954	00006.264770011949	00000.002448347825	
874441.653241100954	00024.997404632915	00000.237144702217	
874441.653241100954	00000.447779111493	00000.000005334450	
874441.653241100954	00001.531788982370	00000.000060053700	
874441.653241100954	00000.444152204709	00000.000013461917	
874441.653241100954	00001.859748987938	00000.001694763038	
874441.653241100954	00008.217929707375	00000.015121037292	
874441.653241100954	00001.132873748873	00000.000179197454	
874441.653241100954	00000.328705842164	00000.000191587523	
874441.653241100954	00002.437125244761	00000.000044641070	
874441.653241100954	00007.207409510617	00000.000003651901	
874441.653241100954	00001.530695143805	00000.000003119760	
874441.653241100954	00000.469078500277	00000.000004225167	
874441.653241100954	00000.514730452235	00000.000471795849	
874441.653241100954	00001.246698844626	00000.000010615110	
874441.653241100954	00024.476543469632	00000.030838786603	
874441.653241100954	00000.962112888658	00000.000011639900	
874441.653241100954	00015.444355488061	00000.032420434151	
874441.653241100954	00000.108770952492	00000.000001162628	
874441.653241100954	00000.574923346661	00000.000012983325	
874441.653241100954	00001.738044228424	00000.000007528895	
18918.512059931720	00000.251709571284	00000.000255807978	
18918.512059931720	00000.359841770812	00000.000089070500	
18918.512059931720	00000.003952279721	00000.000037199789	
18918.512059931720	00006.441192365851	00000.015142084814	
18918.512059931720	00000.056981938090	00000.000031635938	
18918.512059931720	00000.816134354560	00000.000098600130	
18918.512059931720	00000.331771644852	00000.000951462489	
18918.512059931720	00000.014019848825	00000.000000571791	
18918.512059931720	00000.106026568096	00000.000003903692	
18918.512059931720	00000.047697270199	00000.000066887614	
18918.512059931720	00000.013754744053	00000.000024362426	
18918.512059931720	00000.742372797809	00000.000345204019	
18918.512059931720	00000.326373625293	00000.000388562066	
18918.512059931720	00000.001387556948	00000.000007639812	
18918.512059931720	00000.006256138774	00000.000005051986	
18918.512059931720	00000.000152505493	00000.000000239198	
18918.512059931720	00000.099739729953	00000.000073574453	
18918.512059931720	00005.237876188844	00000.001035513025	
18918.512059931720	00000.007595705394	00000.000005734182	
18918.512059931720	00000.002068927959	00000.000015785625	
18918.512059931720	00000.000174900692	00000.000000492774	
18918.512059931720	00000.002574359352	00000.000014161288	
987981.888342392631	00009.251110551488	00000.007817252369	
987981.888342392631	00005.940783764898	00000.000263663713	
987981.888342392631	00001.369175819641	00000.000238041593	
987981.888342392631	00000.563258063868	00000.000093297263	
987981.888342392631	00046.023939070890	00000.010072140324	
987981.888342392631	00013.433456935233	00000.001228538508	
987981.888342392631	00013.161807328186	00000.000364173610	
987981.888342392631	00000.561285745387	00000.000238898651	
987981.888342392631	00006.246142977531	00000.000797179504	
987981.888342392631	00002.766694718225	00000.000550415522	
987981.888342392631	00000.078554311476	00000.000005960015	
987981.888342392631	00003.854865527949	00000.025137190381	
987981.888342392631	00001.235259762418	00000.000001649569	
987981.888342392631	00001.563677478194	00000.000567941641	
987981.888342392631	00011.274148469461	00000.000349108744	
987981.888342392631	00000.207714539985	00000.000015436015	
987981.888342392631	00000.901381571845	00000.000139026333	
987981.888342392631	00007.963380212569	00000.000982142739	
987981.888342392631	00000.567195212652	00000.000161958925	
987981.888342392631	00000.085976054451	00000.000011900176	
987981.888342392631	00002.158863852850	00000.005741627718	
987981.888342392631	00001.249564053678	00000.000078265945	
987981.888342392631	00000.143322534002	00000.000000318788	
987981.888342392631	00004.596103113714	00000.000132522180	
987981.888342392631	00001.122160862276	00000.000431177183	
47515.762998381324	00009.895429462161	00000.017746077851	
47515.762998381324	00000.624981769973	00000.000044226612	
47515.762998381324	00000.523058743249	00000.000001980751	
47515.762998381324	00000.411955189642	00000.000070664337	
47515.762998381324	00000.064129650596	00000.000057472058	
47515.762998381324	00000.003425100237	00000.000002465786	
47515.762998381324	00018.266335195882	00000.000206626753	
47515.762998381324	00000.370013258239	00000.000495080109	
47515.762998381324	00000.080616350256	00000.000028131880	
47515.762998381324	00000.006794907816	00000.000006359526	
47515.762998381324	00000.548714649572	00000.001047613692	
47515.762998381324	00000.309605551543	00000.000026848597	
47515.762998381324	00000.765896007954	00000.000341237403	
47515.762998381324	00000.026748734341	00000.000077899450	
47515.762998381324	00001.054580201186	00000.003022958231	
47515.762998381324	00000.076463900496	00000.000115115770	
47515.762998381324	00000.002633331052	00000.000001339333	
47515.762998381324	00021.295545945563	00000.079253469303	
47515.762998381324	00000.001134707082	00000.000002232377	
47515.762998381324	00002.234192412727	00000.002435466781	
47515.762998381324	00000.972013562042	00000.000619494373	
47515.762998381324	00000.089204668345	00000.000060792556	
47515.762998381324	00000.054490186903	00000.000000093667	
47515.762998381324	00000.000492023614	00000.000000368582	
47515.762998381324	00008.177014037003	00000.000117152810	
47515.762998381324	00000.018968018685	00000.000001219026	
47515.762998381324	00000.012370744959	00000.000006903714	
47515.762998381324	00000.050162035303	00000.000052812448	
47515.762998381324	00000.090271711858	00000.000002763264	
47515.762998381324	00000.007846889723	00000.000008107866	
47515.762998381324	00000.138835151935	00000.000001217686	
47515.762998381324	00000.124903746407	00000.000293790272	
1219044.636166820535	00011.318102455718	00000.015803836205	
1219044.636166820535	00003.036478970177	00000.000110817021	
1219044.636166820535	00000.412165202552	00000.000041638512	
1219044.636166820535	00005.792012569573	00000.001050578014	
1219044.636166820535	00012.281666035763	00000.002445211381	
1219044.636166820535	00003.192788649659	00000.002297014623	
1219044.636166820535	00020.761174517607	00000.009174626189	
1219044.636166820535	00000.464770991601	00000.000024375317	
1219044.636166820535	00000.285692694434	00000.000019720088	
1219044.636166820535	00030.664555564191	00000.564431574636	
1219044.636166820535	00008.020269026050	00000.002435053224	
1219044.636166820535	00005.666331026533	00000.000986739037	
1219044.636166820535	00002.410570934838	00000.000067628712	
1219044.636166820535	00000.943253708532	00000.000180606928	
1219044.636166820535	00002.117977450075	00000.000569448011	
1219044.636166820535	00003.363856800517	00000.004935684306	
1219044.636166820535	00073.352647747178	00000.007051599361	
1219044.636166820535	00003.794176388215	00000.000083291943	
1219044.636166820535	00000.788924792969	00000.000217727332	
1219044.636166820535	00000.092649150201	00000.000003401565	
1219044.636166820535	00023.027898761385	00000.041879397885	
1219044.636166820535	00001.481612961268	00000.000088194235	
1219044.636166820535	00145.321760338175	00000.045164047331	
1219044.636166820535	00004.267368578517	00000.013643875364	
1219044.636166820535	00010.274613817698	00000.011452949400	
1219044.636166820535	00003.541754020715	00000.000000376037	
1219044.636166820535	00007.942833726647	00000.000030795584	
1219044.636166820535	00003.639328608443	00000.005364308490	
1219044.636166820535	00007.509185486134	00000.001830478260	
1219044.636166820535	00000.784186724843	00000.000076392280	
1219044.636166820535	00010.463275319646	00000.000229842723	
1219044.636166820535	00000.642659053245	00000.000561963781	
1219044.636166820535	00000.152525947205	00000.000001052950	
1219044.636166820535	00120.995353200602	00002.507922409737	
1219044.636166820535	00138.978794676887	00000.774958089383	
1219044.636166820535	00003.860021954367	00000.001385525281	
1219044.636166820535	00013.270271759323	00000.005157377996	
1219044.636166820535	00000.987388720641	00000.000016442457	
115816.035160247382	00000.814203632324	00000.000380646998	
115816.035160247382	00000.735931512780	00000.000000754776	
115816.035160247382	00000.038070379971	00000.000000033901	
115816.035160247382	00003.031516172284	00000.000106684975	
115816.035160247382	00000.268151394154	00000.000042839771	
115816.035160247382	00000.239538940344	00000.000009871980	
115816.035160247382	00019.457013665605	00000.013378106787	
115816.035160247382	00003.202730710057	00000.005771873431	
115816.035160247382	00001.001737923353	00000.002513356250	
115816.035160247382	00017.684076301716	00000.007719075575	
115816.035160247382	00000.031859325255	00000.000018979685	
115816.035160247382	00008.473063679811	00000.000097562444	
115816.035160247382	00007.630479060286	00000.001179516703	
115816.035160247382	00004.989989384673	00000.000012174418	
115816.035160247382	00000.003720241937	00000.000000066332	
115816.035160247382	00000.045328097227	00000.000057088552	
115816.035160247382	00000.070835857118	00000.000018841279	
115816.035160247382	00000.007594165714	00000.000016659803	
115816.035160247382	00002.323712614274	00000.005119916883	
115816.035160247382	00000.130630574265	00000.000039762742	
115816.035160247382	00000.091895499610	00000.000000734599	
115816.035160247382	00000.704842385006	00000.000133630124	
115816.035160247382	00000.018727716430	00000.000004517068	
115816.035160247382	00015.382976478669	00000.015938097770	
115816.035160247382	00000.726111138978	00000.000000398223	
115816.035160247382	00000.084743779894	00000.000094830321	
115816.035160247382	00000.038421120713	00000.000005074574	
115816.035160247382	00000.025682244861	00000.000017746136	
115816.035160247382	00002.355724018233	00000.002517369349	
115816.035160247382	00000.573748415419	00000.000100715822	
115816.035160247382	00000.044715216449	00000.000014907178	
115816.035160247382	00000.070828492674	00000.000016930675	
614057.397864875151	00111.484086516849	00000.212682207804	
614057.397864875151	00002.338349095155	00000.003107988451	
614057.397864875151	00024.033858501840	00000.074267053476	
614057.397864875151	00001.562762133554	00000.000146537284	
614057.397864875151	00001.982803976247	00000.000517468198	
614057.397864875151	00015.405264919032	00000.004778943225	
614057.397864875151	00000.008086748738	00000.000100411251	
614057.397864875151	00001.221107024081	00000.000309814603	
614057.397864875151	00000.015390789095	00000.000007443063	
614057.397864875151	00012.865498234279	00000.000044916363	
614057.397864875151	00004.644100191801	00000.008842459694	
614057.397864875151	00000.274904094332	00000.000615143494	
614057.397864875151	00000.797892157460	00000.000082167511	
614057.397864875151	00000.803361226431	00000.000028220607	
614057.397864875151	00003.152768420483	00000.000182939930	
614057.397864875151	00000.072765183819	00000.000053939179	
614057.397864875151	00000.155687103950	00000.000189003959	
614057.397864875151	00002.199349651998	00000.003130558558	
614057.397864875151	00000.064736705721	00000.000005186028	
614057.397864875151	00000.074378257318	00000.000100536369	
614057.397864875151	00000.034641421958	00000.000023054817	
33434.736795121520	00009.456013588771	00000.047103577864	
33434.736795121520	00000.018825551675	00000.000020823595	
33434.736795121520	00000.000008568805	00000.000005961683	
33434.736795121520	00000.000000559772	00000.000003972641	
33434.736795121520	00001.594920749358	00000.001612516346	
33434.736795121520	00000.001370617062	00000.000074433760	
33434.736795121520	00000.984015701575	00000.000002654674	
33434.736795121520	00000.154357185698	00000.000002987040	
33434.736795121520	00000.061845334575	00000.000153693503	
33434.736795121520	00001.471377900205	00000.001011007133	
33434.736795121520	00000.000093659751	00000.000000357526	
33434.736795121520	00000.000513445444	00000.000005200641	
33434.736795121520	00000.000008358970	00000.000004402381	
33434.736795121520	00001.311408061144	00000.000614663175	
33434.736795121520	00003.808988892939	00000.002884744136	
33434.736795121520	00000.779637944679	00000.001768552569	
33434.736795121520	00000.000969210615	00000.000020705226	
33434.736795121520	00000.007265800980	00000.000180301044	
33434.736795121520	00000.000991761440	00000.000511667200	
33434.736795121520	00001.460697812381	00000.001853407508	
33434.736795121520	00000.040084323579	00000.000024933076	
33434.736795121520	00000.000820324610	00000.000000839793	
33434.736795121520	00000.000072089981	00000.000045700840	
33434.736795121520	00000.000004686553	00000.000001699811	
33434.736795121520	00005.232426289542	00000.008718277288	
33434.736795121520	00000.000003603547	00000.000005192073	
33434.736795121520	00008.249314901968	00000.029935436596	
33434.736795121520	00003.911763541787	00000.002772954891	
33434.736795121520	00000.102779136858	00000.000063754328	
33434.736795121520	00000.000002687336	00000.000014431495	
33434.736795121520	00000.161415426318	00000.000521045674	
33434.736795121520	00000.000015009523	00000.000014740928	
33434.736795121520	00000.000028663318	00000.000000760030	
54051.098393744222	00003.489006813513	00000.004881844943	
54051.098393744222	00000.518322670659	00000.000011096240	
54051.098393744222	00000.044397350010	00000.000013481514	
54051.098393744222	00000.001423178278	00000.000001154004	
54051.098393744222	00000.005981875062	00000.000000008628	
54051.098393744222	00005.671708573791	00000.000598199141	
54051.098393744222	00000.039459082640	00000.000002273683	
54051.098393744222	00000.689052435577	00000.000080144417	
54051.098393744222	00000.031360858078	00000.000161074595	
54051.098393744222	00000.274305469326	00000.000391051245	
54051.098393744222	00003.458289980199	00000.000654080760	
54051.098393744222	00003.029262273322	00000.000068736985	
54051.098393744222	00000.001248423666	00000.000002249653	
54051.098393744222	00001.524967577213	00000.000720924712	
54051.098393744222	00003.140789685494	00000.000075739841	
54051.098393744222	00000.081357638786	00000.000187266432	
54051.098393744222	00000.053404932501	00000.000056298779	
54051.098393744222	00018.228478455940	00000.070132103635	
54051.098393744222	00002.135058382277	00000.000306487979	
54051.098393744222	00000.089421357219	00000.000135491672	
25414.274219691157	00001.670118225839	00000.006860918270	
25414.274219691157	00003.758662132256	00000.002904136337	
25414.274219691157	00002.026090599927	00000.000103864203	
25414.274219691157	00000.339284225640	00000.000080594177	
25414.274219691157	00000.000435510653	00000.000000521138	
25414.274219691157	00000.295587367950	00000.001063463376	
25414.274219691157	00002.416363114147	00000.007319198215	
25414.274219691157	00004.316930119453	00000.006188943375	
25414.274219691157	00000.077642680123	00000.000036294667	
25414.274219691157	00000.038707164072	00000.000016568706	
25414.274219691157	00000.001988309134	00000.000003388751	
25414.274219691157	00000.490750504197	00000.000002454793	
25414.274219691157	00000.360946542323	00000.000315165889	
25414.274219691157	00000.042592458121	00000.000000137395	
25414.274219691157	00000.006013715188	00000.000002163128	
25414.274219691157	00000.382566598715	00000.000341013796	
25414.274219691157	00002.620213342267	00000.006509093298	
25414.274219691157	00000.082408411374	00000.000021136996	
25414.274219691157	00000.048081495951	00000.000014801155	
25414.274219691157	00000.003450147804	00000.000013960440	
25414.274219691157	00000.021161437091	00000.000000715512	
25414.274219691157	00000.029627198807	00000.000001801962	
25414.274219691157	00001.493006243619	00000.007063471721	
25414.274219691157	00000.139465401304	00000.000000139339	
25414.274219691157	00000.000904526423	00000.000001116294	
37722.387245983555	00000.174064193159	00000.000260585311	
37722.387245983555	00000.010492209169	00000.000000416238	
37722.387245983555	00000.383573597536	00000.001031201528	
37722.387245983555	00000.103256337460	00000.000066485711	
37722.387245983555	00001.151977292609	00000.000164501165	
37722.387245983555	00000.004689408484	00000.000019377569	
37722.387245983555	00012.585756944709	00000.039314782157	
37722.387245983555	00000.028796169607	00000.000009500343	
37722.387245983555	00005.811958269313	00000.007414713098	
37722.387245983555	00000.173370740269	00000.000091799928	
37722.387245983555	00000.018540492954	00000.000004333686	
37722.387245983555	00000.009098446655	00000.000000901236	
37722.387245983555	00000.131468459407	00000.000018087677	
37722.387245983555	00000.201197871033	00000.000161542222	
37722.387245983555	00000.006220458525	00000.000002111353	
37722.387245983555	00000.001893996827	00000.000002085211	
37722.387245983555	00000.000344941348	00000.000003490898	
37722.387245983555	00000.099165374602	00000.000327275865	
37722.387245983555	00000.004299687429	00000.000010401362	
37722.387245983555	00000.002218766808	00000.000004378877	
