Ftherm_star	Ftherm_planet	Frefl_planet	
Star.Blackbody	Planet.Thermal	Planet.Reflected	
170147.322714066278	00004.394163918757	00000.002982415487	
170147.322714066278	00000.083020894200	00000.000012688740	
170147.322714066278	00000.264286486996	00000.000001900771	
03862.858091999292	00000.076367914490	00000.000005258537	
03862.858091999292	00000.033407578253	00000.000071113632	
03862.858091999292	00000.000014864209	00000.000000811576	
222393.461528936226	00015.561478939697	00000.009968609822	
222393.461528936226	00000.217443956265	00000.000103089443	
222393.461528936226	00000.206312519992	00000.000033264848	
222393.461528936226	00001.031348209782	00000.000083250282	
222393.461528936226	00000.081807387773	00000.000005956706	
222393.461528936226	00003.153525294708	00000.001375241208	
222393.461528936226	00000.631269873558	00000.000097792585	
14105.275842839477	00004.088879843476	00000.003698636352	
14105.275842839477	00000.077563120504	00000.000021004997	
14105.275842839477	00000.090222809972	00000.000000772560	
14105.275842839477	00000.002789630069	00000.000000730432	
14105.275842839477	00000.007667346149	00000.000099822429	
59084.874785843247	00006.668460179788	00000.025380786649	
59084.874785843247	00007.677050566256	00000.002896381449	
14674.639729714901	00001.892307060973	00000.007178133288	
14674.639729714901	00001.003477920807	00000.000231703637	
14674.639729714901	00000.758555083716	00000.000823874267	
14674.639729714901	00000.011442152272	00000.000000198597	
95737.668319496443	00000.004618324519	00000.000002598909	
95737.668319496443	00001.085938591136	00000.000033434492	
95737.668319496443	00000.072109285117	00000.000001519936	
95737.668319496443	00000.694622649983	00000.000194027149	
95737.668319496443	00000.025955493637	00000.000019012232	
95737.668319496443	00000.001838470099	00000.000015512023	
57982.672033710129	00000.003115155117	00000.000002087696	
57982.672033710129	00000.017290483515	00000.000010366062	
57982.672033710129	00000.108430172967	00000.000022875032	
57982.672033710129	00000.007055137675	00000.000000919926	
57982.672033710129	00000.007550009783	00000.000003010594	
57982.672033710129	00000.009704173898	00000.000002313403	
28587.958295521752	00000.052639777498	00000.000015874818	
28587.958295521752	00004.887399611208	00000.000958343444	
28587.958295521752	00000.344766313176	00000.000168312062	
28587.958295521752	00000.000093345299	00000.000000170356	
13165.257904168457	00000.861124979845	00000.000019127423	
13165.257904168457	00000.014889564550	00000.000000073798	
13165.257904168457	00001.887535750461	00000.003650688311	
13165.257904168457	00000.037382784747	00000.000002057365	
36057.188416033656	00000.000488176618	00000.000001174618	
36057.188416033656	00014.817103882527	00000.134292951423	
36057.188416033656	00000.778295732388	00000.000090070982	
71487.305762106014	00021.330492218496	00000.170829149169	
71487.305762106014	00000.010204457260	00000.000000379619	
71487.305762106014	00000.002241637791	00000.000000002244	
71487.305762106014	00000.001798863966	00000.000003529313	
71487.305762106014	00000.089399197669	00000.000060007537	
71487.305762106014	00000.041851368731	00000.000029436404	
71487.305762106014	00000.051317249985	00000.000020040154	
71487.305762106014	00000.000467211263	00000.000006857526	
25977.192602961590	00000.012384729963	00000.000008770060	
25977.192602961590	00000.747948937676	00000.000517937261	
25977.192602961590	00000.433506516361	00000.000229119961	
61904.902531486761	00000.114519208596	00000.000000158101	
61904.902531486761	00000.006473643553	00000.000001904256	
61904.902531486761	00000.004131477529	00000.000000240246	
61904.902531486761	00000.001808384773	00000.000000821112	
61904.902531486761	00000.692510975475	00000.000270023689	
61904.902531486761	00000.891157692665	00000.000815873770	
31031.946705600596	00000.005250806375	00000.000019346331	
31031.946705600596	00000.301327235069	00000.000328042926	
31031.946705600596	00001.396616679461	00000.002116341034	
03268.855731064960	00008.702723943443	00000.010645686148	
03268.855731064960	00003.799370735995	00000.001807774667	
03268.855731064960	00000.169105295627	00000.000333272823	
03268.855731064960	00000.000016213750	00000.000000116301	
03268.855731064960	00000.000004815399	00000.000000001369	
03268.855731064960	00000.000004032141	00000.000000119324	
03268.855731064960	00001.981667205352	00000.000123260367	
03268.855731064960	00000.001161831961	00000.000000638742	
08777.521525954080	00000.153954503172	00000.000419003911	
08777.521525954080	00000.000130141464	00000.000000505403	
08777.521525954080	00000.185367716325	00000.000077168087	
08777.521525954080	00000.132777817919	00000.000022218647	
08777.521525954080	00000.008557424026	00000.000002105641	
08777.521525954080	00000.000129779230	00000.000000227342	
14707.996770552330	00000.248339291716	00000.001458038814	
14707.996770552330	00000.895339131204	00000.000136310378	
14707.996770552330	00000.001958150572	00000.000036876786	
14707.996770552330	00000.006001315427	00000.000001132786	
14707.996770552330	00000.000166982251	00000.000000381919	
14707.996770552330	00000.001798538731	00000.000001508876	
03391.361159891042	00000.000183389088	00000.000002165909	
03391.361159891042	00000.000025845745	00000.000001156127	
03391.361159891042	00000.017927298440	00000.000028689817	
03391.361159891042	00000.000003556192	00000.000000112505	
02263.992098159291	00000.112579510728	00000.000401139850	
02263.992098159291	00000.201201828213	00000.000383583743	
02263.992098159291	00000.032109252271	00000.000001083171	
02263.992098159291	00000.000000687160	00000.000000164764	
02263.992098159291	00000.011762608919	00000.000104250272	
13075.680421893263	00008.565411354356	00000.021375229439	
13075.680421893263	00000.002182893753	00000.000000631142	
13075.680421893263	00000.002409618681	00000.000000615349	
13075.680421893263	00000.003624011842	00000.000000466935	
13075.680421893263	00000.000106645239	00000.000003555169	
08403.675747074050	00001.193621818961	00000.002550662583	
08403.675747074050	00001.654466211578	00000.001651622178	
08403.675747074050	00000.012506775740	00000.000108301731	
08403.675747074050	00000.104432003935	00000.000080594918	
08403.675747074050	00000.060817701059	00000.000007454040	
08403.675747074050	00000.520112219055	00000.000683057026	
08403.675747074050	00000.000006876700	00000.000001457985	
08403.675747074050	00000.000029293233	00000.000000030864	
26946.955356470095	00000.217712730414	00000.000020207895	
26946.955356470095	00000.795455370020	00000.001486177353	
26946.955356470095	00000.003285982930	00000.000002850072	
26946.955356470095	00004.813845911989	00000.001580469435	
26946.955356470095	00000.000914686705	00000.000001841767	
03235.879571297859	00000.000003006145	00000.000003826011	
68762.079448254852	00000.641943171238	00000.000014433134	
68762.079448254852	00000.049316669446	00000.000000860777	
68762.079448254852	00000.009181186872	00000.000002081463	
68762.079448254852	00009.132022192207	00000.038354088483	
68762.079448254852	00000.221166555267	00000.000042725943	
68762.079448254852	00000.001486521099	00000.000000050963	
12908.686333079486	00000.027662619738	00000.000003791028	
12908.686333079486	00000.000090111034	00000.000000842294	
32826.291014094779	00000.250962165792	00000.000033929881	
32826.291014094779	00000.003949837420	00000.000002514927	
32826.291014094779	00000.007864347100	00000.000001457539	
32826.291014094779	00000.002124391012	00000.000002632608	
29361.389622908617	00000.042910650525	00000.000246821229	
29361.389622908617	00000.006364692936	00000.000000402521	
29361.389622908617	00000.036598648931	00000.000122911976	
29361.389622908617	00000.001148589519	00000.000000025142	
17296.453177671607	00003.140976628533	00000.000110361062	
17296.453177671607	00000.288610738290	00000.000275757409	
17296.453177671607	00000.014178323376	00000.000027413457	
17296.453177671607	00000.000408728955	00000.000006942211	
