Ftherm_star	Ftherm_planet	Frefl_planet	
30817.056388032237	00000.000087327758	00000.000026165187	
30817.056388032237	00000.000022808700	00000.000004403845	
30817.056388032237	00000.000000887702	00000.000010115472	
44876.468026244147	00001.480361894756	00000.000052522093	
44876.468026244147	00000.032216064483	00000.001641836929	
44876.468026244147	00005.538810684414	00000.014978776252	
44876.468026244147	00000.000742237342	00000.000032869840	
30468.828495205642	00005.138453563757	00000.008328576932	
30468.828495205642	00000.000000768542	00000.000137397968	
30468.828495205642	00000.268667900753	00000.003569036364	
30468.828495205642	00000.947735866711	00000.002204187175	
29086.284193301686	00000.214548767077	00000.000031628861	
29086.284193301686	00000.000002425070	00000.000015095429	
29018.707222423142	00000.201871330353	00000.000037125323	
29018.707222423142	00000.016951277029	00000.000009102230	
29018.707222423142	00000.000110094451	00000.000000654381	
29018.707222423142	00000.000010677964	00000.000000179078	
29018.707222423142	00000.007651423985	00000.000012282515	
29018.707222423142	00000.019663386001	00000.000015719736	
29018.707222423142	00000.000003780111	00000.000002477059	
39660.604763431693	00000.344448487179	00000.001765341297	
39660.604763431693	00000.591160393290	00000.000851061506	
39660.604763431693	00000.000128104966	00000.000050587642	
79390.753668849109	00000.883431065166	00000.000150995090	
79390.753668849109	00000.185490830865	00000.000001768046	
79390.753668849109	00000.079975556097	00000.000067293460	
23854.573350737417	00000.000038191304	00000.000015418446	
23854.573350737417	00045.410152454835	00000.025644106495	
23854.573350737417	00000.000003285006	00000.000011013100	
249679.346266596112	00000.854965034590	00000.000017675390	
249679.346266596112	00006.857390790855	00000.005442357412	
249679.346266596112	00000.098005404964	00000.000055550527	
249679.346266596112	00000.364601698390	00000.002804664362	
249679.346266596112	00000.145896959858	00000.000406847251	
39984.323330385349	00001.580244665139	00000.000192219230	
39984.323330385349	00000.000002767521	00000.001009455240	
39984.323330385349	00000.000884375026	00000.000008962836	
56554.448737808169	00000.069449496555	00000.001071082653	
56554.448737808169	00000.000864917984	00000.000003832596	
56554.448737808169	00004.445368402154	00000.000651552914	
56554.448737808169	00001.629033026370	00000.010639386828	
86040.190493544796	00000.004047852819	00000.000190284497	
86040.190493544796	00000.000225381218	00000.000056093715	
86040.190493544796	00003.169870393688	00000.006876670333	
86040.190493544796	00000.302640177038	00000.000211745813	
86040.190493544796	00001.091949240663	00000.000527239199	
86040.190493544796	00000.024447050409	00000.000002126761	
86040.190493544796	00000.000029741795	00000.000014227611	
157799.401260098210	00000.074270636764	00000.000011317982	
157799.401260098210	00000.007427038710	00000.000002217936	
157799.401260098210	00000.003892296587	00000.000106784041	
157799.401260098210	00000.000278343424	00000.000009247299	
157799.401260098210	00000.000974494048	00000.000034934578	
157799.401260098210	00000.000022673907	00000.000046325509	
157799.401260098210	00000.730730584864	00000.000068256465	
157799.401260098210	00000.000029080195	00000.000000437011	
78667.096871108239	00020.430282741677	00000.023780969658	
78667.096871108239	00000.000992176052	00000.000028772169	
78667.096871108239	00000.000071896468	00000.000012014428	
78667.096871108239	00002.734326478280	00000.068949481438	
78667.096871108239	00004.320311001468	00000.002255332154	
78667.096871108239	00011.380363180781	00000.000155616812	
78667.096871108239	00000.075146291022	00000.000213903870	
78667.096871108239	00000.000033822234	00000.000000073748	
86293.136578746838	00008.174717609310	00000.001847124666	
86293.136578746838	00000.086058103862	00000.000157417082	
18510.127048527858	00002.385022405188	00000.012199102201	
18510.127048527858	00000.077941706607	00000.000006719551	
18510.127048527858	00000.195977120665	00000.000037976567	
18510.127048527858	00000.001402062544	00000.000401486769	
18510.127048527858	00000.000007646786	00000.000000062205	
28131.255908839725	00001.274766665413	00000.000322737493	
28131.255908839725	00001.210395616990	00000.013400372417	
28131.255908839725	00001.047524626530	00000.001583571509	
28131.255908839725	00000.000018449990	00000.000026159933	
28131.255908839725	00000.000003091766	00000.000004760601	
28131.255908839725	00000.015740289053	00000.000033980780	
28131.255908839725	00000.000006319152	00000.000000333745	
337549.691965995124	00000.008234462789	00000.000020587657	
337549.691965995124	00000.000491890705	00000.000008724976	
337549.691965995124	00003.185790456455	00000.007960746431	
337549.691965995124	00000.001821656331	00000.000026376613	
297620.159791685059	00000.046819135543	00000.000156530652	
297620.159791685059	00000.018561010545	00000.000036675407	
297620.159791685059	00000.045646030577	00000.000043314309	
297620.159791685059	00000.003938218430	00000.000000414046	
279938.214365592343	00027.712540559589	00000.341421071610	
279938.214365592343	00000.218698996325	00000.000136808389	
279938.214365592343	00000.116266953990	00000.000031587729	
279938.214365592343	00004.276780388587	00000.004267712003	
279938.214365592343	00001.732014441544	00000.002649885764	
279938.214365592343	00009.792766038458	00000.012577746969	
279938.214365592343	00000.128822089027	00000.000033410995	
279938.214365592343	00000.661339757200	00000.001528264155	
279938.214365592343	00000.019598251366	00000.000013012145	
283916.266228027060	00003.681499375426	00000.008112194749	
283916.266228027060	00000.382157295416	00000.000887990959	
283916.266228027060	00004.539252441073	00000.002050251791	
283916.266228027060	00001.234296645971	00000.000642343969	
283916.266228027060	00000.130783763734	00000.000112857825	
156039.057518688904	00005.174366905992	00000.001992029702	
156039.057518688904	00000.008052612433	00000.000055744342	
156039.057518688904	00000.118149584572	00000.000027165118	
981828.320887120557	00011.654712059880	00000.000106388064	
238566.300656414125	00000.674651085807	00000.000029789923	
238248.034836134582	00000.493691733051	00000.000227528534	
1836204.207057211082	00063.877613683296	00000.126157140649	
1836204.207057211082	00000.420039568708	00000.000230393652	
1836204.207057211082	00000.191329725674	00000.000392772035	
1836204.207057211082	00000.093122606079	00000.000074679184	
1836204.207057211082	00283.345595552802	00000.003549284599	
1836204.207057211082	00000.008414677604	00000.000064701336	
1131916.688008964062	00017.792854084795	00000.075410148337	
1131916.688008964062	00008.623596946199	00000.021697629004	
1131916.688008964062	00000.036610558461	00000.000172642709	
1131916.688008964062	00000.001318743894	00000.000061290741	
1131916.688008964062	00000.493183555150	00000.000072951542	
1131916.688008964062	00000.002731620923	00000.000030065425	
1131916.688008964062	00000.010271830183	00000.000088873888	
554988.170224954840	00005.935312468736	00000.000535122318	
554988.170224954840	00001.846973925765	00000.001720598309	
554988.170224954840	00001.597436888319	00000.000068968127	
554988.170224954840	00004.671058122890	00000.021119518417	
554988.170224954840	00000.070188635073	00000.000011914095	
08036.765198675868	00000.003222470139	00000.000043212814	
08036.765198675868	00000.002729679875	00000.000004165931	
08036.765198675868	00000.000000010071	00000.000005760140	
08036.765198675868	00000.000000000680	00000.000000263436	
08036.765198675868	00000.022987359230	00000.000027078407	
520783.897917480674	00006.087982213672	00000.032558858286	
520783.897917480674	00069.438614412121	00000.005450413573	
520783.897917480674	00001.185446337516	00000.001925062826	
520783.897917480674	00000.263668580616	00000.000113339771	
520783.897917480674	00000.042498386334	00000.000101220983	
520783.897917480674	00084.994557117494	00000.014174508895	
520783.897917480674	00000.783147949573	00000.001512779015	
157202.616507030674	00014.134530341434	00000.154516586886	
157202.616507030674	00000.006112960343	00000.000012901407	
157202.616507030674	00000.000172987604	00000.000051891237	
157202.616507030674	00000.121821754758	00000.000005754020	
157202.616507030674	00000.000255117125	00000.000001335505	
157202.616507030674	00000.000137234933	00000.000017939714	
157202.616507030674	00000.000799178910	00000.000000035783	
157202.616507030674	00000.024346306689	00000.000623140665	
129282.227679254749	00000.116838388941	00000.000167480205	
569991.923557939474	00004.427947840410	00000.031927316016	
539690.163091025432	00000.619768664596	00000.002067345122	
303196.833374338748	00000.007707422005	00000.000000262787	
303196.833374338748	00058.549731130156	00000.265253536176	
303196.833374338748	00018.935940411764	00000.002293181336	
303196.833374338748	00000.103971730638	00000.000001388099	
209897.999836614035	00042.215817964392	00000.014572961284	
209897.999836614035	00001.190845860317	00000.000009437724	
209897.999836614035	00000.034588626906	00000.000028378679	
209897.999836614035	00000.019782496027	00000.000041618668	
209897.999836614035	00000.010473330303	00000.000002201275	
209897.999836614035	00000.029809630629	00000.000020015215	
658421.831134973560	00002.703448800167	00000.002754965959	
658421.831134973560	00023.910638535010	00000.003475359930	
658421.831134973560	00002.614084439895	00000.007744216931	
658421.831134973560	00005.707839133157	00000.031924898059	
658421.831134973560	00001.988993648970	00000.001319173867	
438271.196629610437	00005.803330200419	00000.030742061903	
438271.196629610437	00001.519924723983	00000.000023019867	
438271.196629610437	00000.152025668478	00000.000000844405	
438271.196629610437	00000.623163848220	00000.000975316242	
438271.196629610437	00000.006612476952	00000.000028241616	
438271.196629610437	00309.577292122065	00000.551726701642	
438271.196629610437	00000.128462680334	00000.000033550898	
438271.196629610437	00000.011918455133	00000.000039727761	
359475.691921611258	00001.433660107736	00000.001148780896	
359475.691921611258	00003.935763009992	00000.000119480569	
359475.691921611258	00000.022434653417	00000.000010967819	
359475.691921611258	00000.007481830441	00000.000003550223	
346818.137927120551	00001.589778159175	00000.016762423092	
346818.137927120551	00001.354513871755	00000.000192245132	
346818.137927120551	00000.701801086135	00000.000785587916	
346818.137927120551	00003.531305684681	00000.047401446705	
346818.137927120551	00001.399135636274	00000.000171427606	
346818.137927120551	00001.580875406624	00000.000293011158	
346818.137927120551	00000.129476772485	00000.000120682309	
346818.137927120551	00000.087171862365	00000.000000193377	
346818.137927120551	00000.005728134205	00000.000018384900	
346818.137927120551	00000.001088143433	00000.000000766207	
346818.137927120551	00000.001294786363	00000.000004043903	
276711.904178468219	00000.258170802384	00000.000009623038	
276711.904178468219	00017.452366939667	00000.006070000282	
276711.904178468219	00000.565597503602	00000.000006919463	
976060.754974800162	00001.679291047666	00000.000579906600	
976060.754974800162	00003.565988993797	00000.001961942395	
976060.754974800162	00000.292922759738	00000.000146109985	
976060.754974800162	00000.002772226071	00000.000017261594	
976060.754974800162	00000.031283346012	00000.000001333892	
35165.775123433639	00008.705123495792	00000.001883675914	
35165.775123433639	00000.000652198058	00000.000008088709	
35165.775123433639	00000.000000059467	00000.000003131162	
35165.775123433639	00000.462625494473	00000.003832513645	
35165.775123433639	00000.000278236957	00000.000051349536	
35165.775123433639	00000.000000241023	00000.000000022473	
275772.892008271767	00001.619175421180	00000.000855909743	
275772.892008271767	00000.932117015760	00000.000242141354	
275772.892008271767	00000.800984553157	00000.000123297691	
275772.892008271767	00000.048646014353	00000.002676924698	
275772.892008271767	00000.543812082866	00000.000183656690	
275772.892008271767	00000.301382836170	00000.000778586621	
275772.892008271767	00000.010745173323	00000.000114784692	
275772.892008271767	00000.000156579115	00000.000003228509	
283212.056579711614	00000.009361009951	00000.000031760874	
283627.863345572085	00003.771165486836	00000.000031212890	
283627.863345572085	00000.514875644499	00000.001980365160	
283627.863345572085	00000.001191451394	00000.000000387643	
234723.435166581388	00003.775830305877	00000.024204603563	
234723.435166581388	00000.012060002755	00000.000000977516	
234723.435166581388	00000.000567077336	00000.000000420920	
234723.435166581388	00000.000872408547	00000.000000094068	
127023.127150834131	00000.735802454863	00000.002566172546	
127023.127150834131	00003.163592007884	00000.000768925015	
127023.127150834131	00000.097311346073	00000.000552603549	
127023.127150834131	00000.020274517158	00000.000008738929	
350586.923157824436	00000.576762019744	00000.000047436700	
350586.923157824436	00000.091165682770	00000.000001736202	
350586.923157824436	00000.158418402313	00000.000002292038	
350586.923157824436	00002.078758713514	00000.000200073737	
350586.923157824436	00000.163266104160	00000.000115277886	
894728.994392136810	00000.005455576269	00000.000319081507	
384518.629193888861	00031.859191983746	00000.086707130895	
384518.629193888861	00000.029015443499	00000.000044013499	
384518.629193888861	00000.018688480865	00000.000040169003	
384518.629193888861	00000.015025119144	00000.000010445202	
384518.629193888861	00009.416295433619	00000.035160261982	
384518.629193888861	00002.589235936942	00000.000765780436	
384518.629193888861	00005.401132604371	00000.006740007990	
384518.629193888861	00000.049706758659	00000.000028675483	
384518.629193888861	00000.118728427183	00000.000004295583	
08418.555290986496	00000.012267356384	00000.000011460241	
08418.555290986496	00000.003433948854	00000.000154982148	
08418.555290986496	00000.000000130840	00000.000001768715	
504348.804702899419	00023.446914566134	00000.022607033561	
504348.804702899419	00000.262134614868	00000.000233788517	
504348.804702899419	00000.189520156566	00000.000075438757	
504348.804702899419	00000.889812397974	00000.000188796828	
504348.804702899419	00000.049556241511	00000.000013508750	
504348.804702899419	00004.555912469015	00000.003118802391	
504348.804702899419	00000.776739116333	00000.000221776185	
30960.596221606913	00006.192331053921	00000.008118379813	
30960.596221606913	00000.059876643040	00000.000046105247	
30960.596221606913	00000.048816518803	00000.000001695742	
30960.596221606913	00000.000207904441	00000.000001603274	
30960.596221606913	00000.000184987155	00000.000219106804	
131286.553136521135	00012.201350963339	00000.056396091337	
131286.553136521135	00008.526080423251	00000.006435757686	
32210.330406256930	00001.910120800311	00000.015755756132	
32210.330406256930	00000.947647797975	00000.000508581528	
32210.330406256930	00000.416964356204	00000.001808375730	
32210.330406256930	00000.003261192222	00000.000000435914	
212101.395224843145	00000.000107161939	00000.000005757735	
212101.395224843145	00001.054905071879	00000.000074072228	
212101.395224843145	00000.033642112584	00000.000003367333	
212101.395224843145	00000.201365889987	00000.000429856187	
212101.395224843145	00000.004186259238	00000.000042120526	
212101.395224843145	00000.000127677100	00000.000034366011	
128837.459342049493	00000.000482735449	00000.000004638860	
128837.459342049493	00000.005926597626	00000.000023033382	
128837.459342049493	00000.098931768161	00000.000050828305	
128837.459342049493	00000.001066284060	00000.000002044075	
128837.459342049493	00000.001142432771	00000.000006689537	
128837.459342049493	00000.000728539799	00000.000005140380	
63131.332754661853	00000.005507646740	00000.000035056664	
63131.332754661853	00007.189120418281	00000.002116328078	
63131.332754661853	00000.100738503243	00000.000371686733	
63131.332754661853	00000.000002274982	00000.000000376201	
28897.289118326466	00001.237183364820	00000.000041984036	
28897.289118326466	00000.000997543717	00000.000000161984	
28897.289118326466	00002.565775768311	00000.008013135509	
28897.289118326466	00000.020370418513	00000.000004515845	
79144.290680563659	00000.000014699515	00000.000002578247	
79144.290680563659	00020.845470558261	00000.294768417912	
79144.290680563659	00000.780235115335	00000.000197702712	
157866.778772681253	00035.728671932599	00000.377245263509	
157866.778772681253	00000.001261754627	00000.000000838320	
157866.778772681253	00000.000116637991	00000.000000004956	
157866.778772681253	00000.000058053354	00000.000007793848	
157866.778772681253	00000.028614779652	00000.000132515787	
157866.778772681253	00000.011400672169	00000.000065004971	
157866.778772681253	00000.006507710457	00000.000044255054	
157866.778772681253	00000.000007592550	00000.000015143606	
57365.929154388316	00000.002324430891	00000.000019367090	
57365.929154388316	00000.429845170481	00000.001143770718	
57365.929154388316	00000.100303469450	00000.000505969974	
136705.775223983102	00000.047995451430	00000.000000349138	
136705.775223983102	00000.001055420621	00000.000004205205	
136705.775223983102	00000.000310931646	00000.000000530539	
136705.775223983102	00000.000122157848	00000.000001813278	
136705.775223983102	00000.520951857287	00000.000596298456	
136705.775223983102	00000.258533910446	00000.001801709584	
68114.057649589115	00000.000478524178	00000.000042464531	
68114.057649589115	00000.230736597077	00000.000720042960	
68114.057649589115	00000.586458833439	00000.004645295912	
07124.010785492118	00011.353991528125	00000.023200773963	
07124.010785492118	00002.415970022944	00000.003939790339	
07124.010785492118	00000.014581391193	00000.000726321191	
07124.010785492118	00000.000000207222	00000.000000253461	
07124.010785492118	00000.000000031880	00000.000000002983	
07124.010785492118	00000.000000024375	00000.000000260049	
07124.010785492118	00001.624330838916	00000.000268628614	
07124.010785492118	00000.000014608348	00000.000001392048	
19186.848390259191	00000.113787875234	00000.000915903708	
19186.848390259191	00000.000002826561	00000.000001104765	
19186.848390259191	00000.104483383560	00000.000168682284	
19186.848390259191	00000.032922353835	00000.000048567903	
19186.848390259191	00000.000727484562	00000.000004602737	
19186.848390259191	00000.000003134412	00000.000000496949	
32283.547965702222	00000.206315577639	00000.003200345141	
32283.547965702222	00000.430352198342	00000.000299196599	
32283.547965702222	00000.000086866284	00000.000080943279	
32283.547965702222	00000.000991500267	00000.000002486427	
32283.547965702222	00000.000004902665	00000.000000838300	
32283.547965702222	00000.000061372375	00000.000003311931	
07390.994117899392	00000.000004194190	00000.000004720294	
07390.994117899392	00000.000000108181	00000.000002519616	
07390.994117899392	00000.003436394983	00000.000062525417	
07390.994117899392	00000.000000013786	00000.000000245188	
04884.797813852905	00000.095570283809	00000.000865500840	
04884.797813852905	00000.104555908724	00000.000827621718	
04884.797813852905	00000.007371225042	00000.000002337053	
04884.797813852905	00000.000000001519	00000.000000355495	
04884.797813852905	00000.000866371915	00000.000224930777	
28700.669620049990	00012.024330196056	00000.046917894778	
28700.669620049990	00000.000257983023	00000.000001385335	
28700.669620049990	00000.000374315014	00000.000001350669	
28700.669620049990	00000.000256826038	00000.000001024906	
28700.669620049990	00000.000000499810	00000.000007803474	
18369.656172672476	00001.842934921057	00000.005575511963	
18369.656172672476	00001.912462313037	00000.003610292977	
18369.656172672476	00000.001037145833	00000.000236737545	
18369.656172672476	00000.094048710372	00000.000176173020	
18369.656172672476	00000.040368078596	00000.000016293841	
18369.656172672476	00000.190698789038	00000.001493099340	
18369.656172672476	00000.000000036441	00000.000003187020	
18369.656172672476	00000.000000152960	00000.000000067466	
59507.474711855190	00000.232492310708	00000.000044625480	
59507.474711855190	00000.880466394750	00000.003281953753	
59507.474711855190	00000.000148454750	00000.000006293867	
59507.474711855190	00005.183552180502	00000.003490180754	
59507.474711855190	00000.000034272636	00000.000004067208	
07052.143888580027	00000.000000004200	00000.000008338252	
152789.295568144298	00000.738416034020	00000.000032070414	
152789.295568144298	00000.026281333586	00000.000001912645	
152789.295568144298	00000.001108694823	00000.000004625009	
152789.295568144298	00015.669033887654	00000.085222759528	
152789.295568144298	00000.229831659682	00000.000094937018	
152789.295568144298	00000.000067442535	00000.000000113241	
28334.123328239384	00000.013188067064	00000.000008321176	
28334.123328239384	00000.000002731317	00000.000001848806	
72490.923615094827	00000.107792572515	00000.000074928003	
72490.923615094827	00000.000718730161	00000.000005553762	
72490.923615094827	00000.000846286314	00000.000003218712	
72490.923615094827	00000.000228525672	00000.000005813638	
64447.242205591378	00000.006015841106	00000.000541764125	
64447.242205591378	00000.000588694686	00000.000000883520	
64447.242205591378	00000.001003511983	00000.000269787567	
64447.242205591378	00000.000025492150	00000.000000055186	
37808.443286401351	00002.768084752009	00000.000241239050	
37808.443286401351	00000.158992142133	00000.000602780133	
37808.443286401351	00000.002721305990	00000.000059923276	
37808.443286401351	00000.000008833761	00000.000015175030	
37808.443286401351	00000.178373033850	00000.000002373106	
37808.443286401351	00000.012222994402	00000.000188869992	
