Ftherm_star	Ftherm_planet	Frefl_planet	
223088.448425595125	00000.000000171303	00000.000007262749	
223088.448425595125	00000.000000007008	00000.000063240786	
6382409.625323876739	00009.736662068918	00000.017771699151	
6382409.625323876739	00000.591888342892	00000.000466647334	
6382409.625323876739	00000.119675468467	00000.000862458171	
6382409.625323876739	00000.012829824162	00000.000001102261	
6382409.625323876739	00000.038485728340	00000.000416864865	
6382409.625323876739	00008.567534201024	00000.061365183953	
6382409.625323876739	00114.877754139825	00000.031533882807	
6382409.625323876739	00000.431919304425	00000.000000853385	
6382409.625323876739	00001.888953273950	00000.011940796502	
6382409.625323876739	00000.285305881771	00000.001644633015	
6382409.625323876739	00000.112031200071	00000.000843185876	
6382409.625323876739	00000.027933624909	00000.000204855049	
6382409.625323876739	00000.019543889929	00000.000048850837	
568136.055661726627	00005.630814420652	00000.017611074601	
568136.055661726627	00000.419586342444	00000.000090196096	
568136.055661726627	00000.026361105946	00000.000019903109	
568136.055661726627	00000.000852923370	00000.000374044392	
568136.055661726627	00000.000582435279	00000.000032437052	
568136.055661726627	00000.000327093220	00000.000150553541	
2915024.259431146551	00000.080551363736	00000.011909336715	
2915024.259431146551	00000.000020021003	00000.001750502281	
2915024.259431146551	00026.680774274795	00000.251387693998	
2915024.259431146551	00020.432837463981	00000.012747793843	
2915024.259431146551	00000.055609609026	00000.000002443683	
2915024.259431146551	00000.069230289450	00000.004229755509	
2915024.259431146551	00000.000007616308	00000.004908139652	
2915024.259431146551	00000.000000854681	00000.000005288267	
144895.036234161467	00000.000000032783	00000.000038168675	
259196.341175271926	00000.148680539401	00000.001286510941	
259196.341175271926	00000.064070077406	00000.027402834953	
259196.341175271926	00000.434597550122	00000.012173625981	
259196.341175271926	00000.001939779802	00000.000140954429	
259196.341175271926	00000.001306552158	00000.000049942682	
259196.341175271926	00000.000000011833	00000.000013863812	
119321.055703696591	00000.000000000215	00000.000008639776	
179073.934013405524	00001.759954087971	00000.013911109775	
179073.934013405524	00000.000000396525	00000.000000003845	
179073.934013405524	00000.000000183982	00000.000000014390	
179073.934013405524	00000.200341411492	00000.000000246891	
179073.934013405524	00000.101127840513	00000.000003968071	
179073.934013405524	00000.020299473455	00000.000657938949	
179073.934013405524	00000.000006483428	00000.000010653646	
179073.934013405524	00000.000000446719	00000.000000952551	
83781.370466163484	00030.002595956778	00000.287126551104	
83781.370466163484	00000.000008327759	00000.000048558119	
83781.370466163484	00000.000000000030	00000.000054546186	
83781.370466163484	00000.006560064920	00000.000827069104	
83781.370466163484	00000.001049643664	00000.000281977776	
83781.370466163484	00000.000000060361	00000.000162629959	
83781.370466163484	00000.000000000010	00000.000001901532	
129218.223981937059	00024.620907247390	00000.019977052688	
129218.223981937059	00000.005880158197	00000.002687967433	
129218.223981937059	00000.000000040090	00000.000002546861	
129218.223981937059	00000.018867051920	00000.000111425956	
129218.223981937059	00000.000000001304	00000.000001472099	
129218.223981937059	00000.000000000035	00000.000002049818	
310069.472300551541	00014.233469576003	00000.266790047054	
310069.472300551541	00000.256028294215	00000.003168126216	
310069.472300551541	00000.000171317929	00000.000263768667	
310069.472300551541	00000.000003131838	00000.000008885670	
61255.790305188348	00000.000000088687	00000.000011005843	
61255.790305188348	00000.000000324385	00000.000016185099	
188822.753954463406	00000.000010594395	00000.000124722555	
188822.753954463406	00000.000000007720	00000.000008317313	
188822.753954463406	00009.604176587547	00000.048766809095	
188822.753954463406	00000.399133797457	00000.051129286842	
188822.753954463406	00000.026367910366	00000.002937417176	
188822.753954463406	00000.010282820695	00000.000537151696	
188822.753954463406	00000.000000000021	00000.000019521625	
122996.415031842858	00000.397932187179	00000.044930411165	
122996.415031842858	00000.000001799884	00000.000004418767	
122996.415031842858	00001.881196559055	00000.022434444952	
122996.415031842858	00001.751789781337	00000.078887621776	
122996.415031842858	00000.042353113995	00000.000422348668	
122996.415031842858	00000.001533902635	00000.000000459820	
122996.415031842858	00000.000053905575	00000.000049620646	
122996.415031842858	00000.000000000985	00000.000005676637	
1175193.715768665075	00024.985225562238	00000.061807975884	
1175193.715768665075	00000.008761638368	00000.000035562849	
1175193.715768665075	00000.188729251160	00000.002437268228	
1175193.715768665075	00000.001217080348	00000.000041288931	
149885.913970653550	00000.000072838411	00000.000213216857	
14507.144932853340	00000.000000001419	00000.000008125191	
42810.836019709255	00000.001964926443	00000.000003753352	
42810.836019709255	00000.000000000000	00000.000000264422	
42810.836019709255	00000.274095350628	00000.001270096574	
42810.836019709255	00000.185928821652	00000.003656869882	
42810.836019709255	00000.066330144657	00000.000110940585	
42810.836019709255	00000.000000096965	00000.000038585168	
42810.836019709255	00000.000000000000	00000.000005882606	
84533.346928107800	00000.000388613201	00000.000040561149	
84533.346928107800	00000.561451678100	00000.000658697850	
84533.346928107800	00000.000000000000	00000.000005572633	
55147.395933138483	00000.470929443785	00000.004868126969	
55147.395933138483	00000.000391005326	00000.000002039938	
55147.395933138483	00000.000000000949	00000.000008220471	
55147.395933138483	00000.000000000000	00000.000019901973	
64675.858810113707	00000.000561194968	00000.000993334827	
64675.858810113707	00000.000000000000	00000.000000463137	
64675.858810113707	00000.823411773450	00000.015856599214	
64675.858810113707	00000.182769221325	00000.005485761218	
64675.858810113707	00000.001040595140	00000.000004979106	
64675.858810113707	00000.000112120890	00000.000006088383	
64675.858810113707	00000.000016658486	00000.000000998979	
64675.858810113707	00000.000001272859	00000.000000002939	
64558.940335786901	00000.359371064172	00000.051545851947	
64558.940335786901	00000.078721991347	00000.000674737892	
64558.940335786901	00000.000000027023	00000.000054813696	
64558.940335786901	00000.000000004944	00000.000009225657	
64558.940335786901	00000.000000000004	00000.000021190997	
94012.133583019924	00000.864530817611	00000.000110029026	
94012.133583019924	00000.000059050627	00000.003439499575	
94012.133583019924	00003.440148778660	00000.031379178796	
94012.133583019924	00000.000003022956	00000.000068859336	
63188.013062219339	00002.109001268267	00000.017272282985	
63188.013062219339	00000.000000000001	00000.000284943827	
63188.013062219339	00000.075854704585	00000.007401673367	
63188.013062219339	00000.062082574061	00000.004571170435	
60933.129439135475	00000.026950592896	00000.000066259597	
60933.129439135475	00000.000000000033	00000.000031623556	
60791.561809310995	00000.062716860701	00000.000077774186	
60791.561809310995	00000.000348015618	00000.000019068347	
60791.561809310995	00000.000000142235	00000.000001370868	
60791.561809310995	00000.000000002720	00000.000000375152	
60791.561809310995	00000.000135074101	00000.000025730756	
60791.561809310995	00000.000568914865	00000.000032931423	
60791.561809310995	00000.000000000476	00000.000005189214	
83085.372735273908	00000.112246626271	00000.003698230033	
83085.372735273908	00000.042129445851	00000.001782896729	
83085.372735273908	00000.000000026091	00000.000105976525	
168790.298978239123	00000.733893341810	00000.000321026130	
168790.298978239123	00000.022986780195	00000.000003758989	
168790.298978239123	00000.000824296675	00000.000143070605	
49470.989431616879	00000.000000005524	00000.000031975663	
49470.989431616879	00030.132380725528	00000.053182226433	
49470.989431616879	00000.000000000035	00000.000022839602	
538843.979230282130	00000.120611569080	00000.000038146037	
538843.979230282130	00004.702177292641	00000.011745390911	
538843.979230282130	00000.013432826253	00000.000119886036	
538843.979230282130	00000.013990863712	00000.006052869522	
538843.979230282130	00000.003406268789	00000.000878034947	
82921.794819973074	00000.234931767883	00000.000398635321	
82921.794819973074	00000.000000000002	00000.002093466471	
82921.794819973074	00000.000003526821	00000.000018587646	
117285.876158105239	00000.001020122840	00000.002221272954	
117285.876158105239	00000.000001052708	00000.000007948258	
117285.876158105239	00002.219602074078	00000.001351227995	
117285.876158105239	00000.077481616477	00000.022064573765	
180246.401687788893	00000.000010886163	00000.000398628778	
180246.401687788893	00000.000000011491	00000.000117511249	
180246.401687788893	00000.556606738131	00000.014406001150	
180246.401687788893	00000.041834486428	00000.000443588289	
180246.401687788893	00000.062092467409	00000.001104518340	
180246.401687788893	00000.000168660515	00000.000004455371	
180246.401687788893	00000.000000006434	00000.000029805555	
335492.571696418803	00000.007169164205	00000.000024062822	
335492.571696418803	00000.000026728786	00000.000004715487	
335492.571696418803	00000.000015242749	00000.000227030346	
335492.571696418803	00000.000000148858	00000.000019660405	
335492.571696418803	00000.000001557306	00000.000074273357	
335492.571696418803	00000.000000001242	00000.000098491274	
335492.571696418803	00000.050641535829	00000.000145118022	
335492.571696418803	00000.000000000921	00000.000000929117	
164800.438735730044	00015.959560589215	00000.049818976282	
164800.438735730044	00000.000001873946	00000.000060275088	
164800.438735730044	00000.000000011343	00000.000025169139	
164800.438735730044	00002.012293516374	00000.144442915062	
164800.438735730044	00003.062267895456	00000.004724716472	
164800.438735730044	00007.014080908074	00000.000326003118	
164800.438735730044	00000.004411430275	00000.000448109224	
164800.438735730044	00000.000000011216	00000.000000154496	
184905.053718101728	00003.411910874166	00000.003957935697	
184905.053718101728	00000.014466983705	00000.000337306247	
38387.368582607662	00000.761239308857	00000.025299201422	
38387.368582607662	00000.012631466148	00000.000013935392	
38387.368582607662	00000.041880694731	00000.000078757993	
38387.368582607662	00000.000001036414	00000.000832626407	
38387.368582607662	00000.000000002027	00000.000000129005	
58932.431732669516	00001.029888056241	00000.000676105799	
58932.431732669516	00000.576723428454	00000.028072565805	
58932.431732669516	00000.226941809571	00000.003317438801	
58932.431732669516	00000.000000003171	00000.000054802689	
58932.431732669516	00000.000000000044	00000.000009973028	
58932.431732669516	00000.000488339047	00000.000071186654	
58932.431732669516	00000.000000001081	00000.000000699165	
743988.113967193989	00000.000123326527	00000.000045376941	
743988.113967193989	00000.000001408674	00000.000019230587	
743988.113967193989	00000.578142195261	00000.017546159466	
743988.113967193989	00000.000006855428	00000.000058136289	
649712.128702036338	00000.003942555085	00000.000341710264	
649712.128702036338	00000.000369760754	00000.000080063317	
649712.128702036338	00000.001134779297	00000.000094556202	
649712.128702036338	00000.000027498772	00000.000000903872	
621281.109535062453	00047.515702191081	00000.757733140041	
621281.109535062453	00000.084702241144	00000.000303625813	
621281.109535062453	00000.000844924536	00000.000070104252	
621281.109535062453	00004.588690056728	00000.009471550193	
621281.109535062453	00001.721827522922	00000.005881026179	
621281.109535062453	00007.040417225394	00000.027914433226	
621281.109535062453	00000.039007099748	00000.000074150719	
621281.109535062453	00000.027942523421	00000.003391754326	
621281.109535062453	00000.000114225379	00000.000028878515	
633154.330481922720	00002.868447204925	00000.018090795934	
633154.330481922720	00000.052728138124	00000.001980285696	
633154.330481922720	00004.205674701652	00000.004572213552	
633154.330481922720	00000.066010686819	00000.001432474690	
633154.330481922720	00000.003409995376	00000.000251681320	
339680.235336219368	00005.892612191662	00000.004336434280	
339680.235336219368	00000.000110793898	00000.000121349433	
339680.235336219368	00000.009488953228	00000.000059135539	
2215146.058973715641	00003.227714196621	00000.000240026790	
511189.144202083058	00000.017301896948	00000.000063832509	
510507.178510156577	00000.105793214220	00000.000487537914	
4008478.944886668120	00032.314583242448	00000.275404140832	
4008478.944886668120	00000.022749160185	00000.000502955009	
4008478.944886668120	00000.002917354189	00000.000857431012	
4008478.944886668120	00000.001447613466	00000.000163026496	
4008478.944886668120	00269.193461169275	00000.007748175572	
4008478.944886668120	00000.000016026986	00000.000141244608	
2442839.191322861239	00022.458036043273	00000.162745958014	
2442839.191322861239	00004.060725333820	00000.046826607516	
2442839.191322861239	00000.000286339362	00000.000372587825	
2442839.191322861239	00000.000000857276	00000.000132274244	
2442839.191322861239	00000.033459422805	00000.000157439931	
2442839.191322861239	00000.000007433649	00000.000064885516	
2442839.191322861239	00000.000012706361	00000.000191802647	
1257925.974035421154	00008.986822406167	00000.001212898398	
1257925.974035421154	00001.066888308851	00000.003899876465	
1257925.974035421154	00000.580509609449	00000.000156321887	
1257925.974035421154	00005.211217091425	00000.047869111813	
1257925.974035421154	00000.001962951338	00000.000027004268	
16545.165622030774	00000.000040811934	00000.000088961559	
16545.165622030774	00000.000010547746	00000.000008576338	
16545.165622030774	00000.000000000000	00000.000011858311	
16545.165622030774	00000.000000000000	00000.000000542331	
16545.165622030774	00000.000548366781	00000.000055745903	
1136884.057674521348	00007.916419008981	00000.071076788414	
1136884.057674521348	00063.503255638417	00000.011898386881	
1136884.057674521348	00000.187436505101	00000.004202459496	
1136884.057674521348	00000.009889133574	00000.000247423508	
1136884.057674521348	00000.000161908809	00000.000220967894	
1136884.057674521348	00113.701112147173	00000.030943301536	
1136884.057674521348	00000.290580497043	00000.003302433796	
334223.765541534813	00007.766345040909	00000.328513078568	
334223.765541534813	00000.000010935121	00000.000027429293	
334223.765541534813	00000.000000050325	00000.000110324402	
334223.765541534813	00000.004514517896	00000.000012233448	
334223.765541534813	00000.000000260320	00000.000002839377	
334223.765541534813	00000.000000124426	00000.000038141089	
334223.765541534813	00000.000001024589	00000.000000076077	
334223.765541534813	00000.000040594888	00000.001324840669	
274863.064703672368	00000.001449521385	00000.000356074637	
1256310.481916023185	00005.807751269136	00000.070370508970	
1178156.899542178260	00000.121974018192	00000.004513065247	
672900.145031001419	00000.000238149710	00000.000000583216	
672900.145031001419	00085.012700265067	00000.588690656747	
672900.145031001419	00023.667751887918	00000.005089373911	
672900.145031001419	00000.015785527239	00000.000003080680	
458212.496020426450	00053.945281097428	00000.031813132900	
458212.496020426450	00000.799940979147	00000.000020602784	
458212.496020426450	00000.000775563549	00000.000061951354	
458212.496020426450	00000.000838694200	00000.000090854577	
458212.496020426450	00000.000157396792	00000.000004805438	
458212.496020426450	00000.000229494437	00000.000043693706	
1492366.806522978935	00001.866893201936	00000.006244355148	
1492366.806522978935	00015.109633277740	00000.007877186865	
1492366.806522978935	00000.202215987632	00000.017552899590	
1492366.806522978935	00009.881229399634	00000.072360386475	
1492366.806522978935	00000.494217679437	00000.002990015211	
985132.752937336219	00005.314991291765	00000.069101077840	
985132.752937336219	00000.280576771324	00000.000051743361	
985132.752937336219	00000.006882667162	00000.000001898027	
985132.752937336219	00000.020993838501	00000.002192286380	
985132.752937336219	00000.000050939193	00000.000063480651	
985132.752937336219	00212.982317508935	00001.240154608922	
985132.752937336219	00000.007123850084	00000.000075414695	
985132.752937336219	00000.000343271897	00000.000089298861	
788353.857665791526	00001.350362811591	00000.002519352133	
788353.857665791526	00000.552104456951	00000.000262028753	
788353.857665791526	00000.001081075307	00000.000024053150	
788353.857665791526	00000.000186017747	00000.000007785872	
757112.524980914546	00000.125947264802	00000.036592781877	
757112.524980914546	00000.135908385467	00000.000419675851	
757112.524980914546	00000.011059472837	00000.001714957741	
757112.524980914546	00005.144945800846	00000.103478523980	
757112.524980914546	00000.810250996107	00000.000374230680	
757112.524980914546	00000.438771393996	00000.000639650564	
757112.524980914546	00000.015676105809	00000.000263452449	
757112.524980914546	00000.004169728491	00000.000000422146	
757112.524980914546	00000.000046656825	00000.000040134688	
757112.524980914546	00000.000003866501	00000.000001672648	
757112.524980914546	00000.000002383739	00000.000008827940	
617088.068796252948	00000.045766294548	00000.000021460088	
617088.068796252948	00012.966366375587	00000.013536550813	
617088.068796252948	00000.077690396685	00000.000015430916	
2219477.301763532683	00000.634462478102	00000.001318657193	
2219477.301763532683	00000.661367318652	00000.004461286442	
2219477.301763532683	00000.028891582692	00000.000332241403	
2219477.301763532683	00000.000019178275	00000.000039251364	
2219477.301763532683	00000.001299857993	00000.000003033155	
72928.811758950309	00005.500420431656	00000.003906475704	
72928.811758950309	00000.000001274860	00000.000016774831	
72928.811758950309	00000.000000000000	00000.000006493585	
72928.811758950309	00000.022151969675	00000.007948087742	
72928.811758950309	00000.000000155706	00000.000106491629	
72928.811758950309	00000.000000000002	00000.000000046606	
590913.755513489363	00000.613777937641	00000.001834004919	
590913.755513489363	00000.126850737433	00000.000518849608	
590913.755513489363	00000.049395387687	00000.000264196749	
590913.755513489363	00000.000240595558	00000.005735993900	
590913.755513489363	00000.076545484028	00000.000393531299	
590913.755513489363	00000.008329564045	00000.001668320410	
590913.755513489363	00000.000024694416	00000.000245955478	
590913.755513489363	00000.000000141765	00000.000006917903	
631583.890738114715	00000.000080056351	00000.000070829104	
632511.170664502541	00001.743245424689	00000.000069607059	
632511.170664502541	00000.072724624015	00000.004416361181	
632511.170664502541	00000.000005026945	00000.000000864473	
517350.333861594088	00006.061501761392	00000.053348996557	
517350.333861594088	00000.000284169624	00000.000002154528	
517350.333861594088	00000.000001233082	00000.000000927744	
517350.333861594088	00000.000002127009	00000.000000207335	
274134.197768791288	00000.611415944162	00000.005538169843	
274134.197768791288	00000.741254543670	00000.001659450896	
274134.197768791288	00000.004639044806	00000.001192598024	
274134.197768791288	00000.000317994398	00000.000018859866	
788038.692504310864	00000.177525536188	00000.000106626782	
788038.692504310864	00000.006039515845	00000.000003902582	
788038.692504310864	00000.008381324947	00000.000005151974	
788038.692504310864	00002.866728891166	00000.000449719700	
788038.692504310864	00000.018090375866	00000.000259118149	
1874376.158395603765	00000.000008091930	00000.000668446840	
864309.356048322981	00037.194675961635	00000.194897668874	
864309.356048322981	00000.001599096079	00000.000098932213	
864309.356048322981	00000.000857473870	00000.000090290670	
864309.356048322981	00000.000158298069	00000.000023478410	
864309.356048322981	00012.539409939211	00000.079032174478	
864309.356048322981	00002.724350479658	00000.001721298125	
864309.356048322981	00002.564907723809	00000.015149986304	
864309.356048322981	00000.004200550712	00000.000064455885	
864309.356048322981	00000.005208677943	00000.000009655481	
17331.151047008792	00000.000055096504	00000.000023593023	
17331.151047008792	00000.000005825918	00000.000319059378	
17331.151047008792	00000.000000000001	00000.000003641227	
1143147.719981740694	00018.718163058446	00000.051240686266	
1143147.719981740694	00000.118556193731	00000.000529900750	
1143147.719981740694	00000.043910009598	00000.000170988099	
1143147.719981740694	00000.177298252200	00000.000427923417	
1143147.719981740694	00000.004302371232	00000.000030618684	
1143147.719981740694	00003.263741298825	00000.007069020108	
1143147.719981740694	00000.369826792438	00000.000502673820	
64859.643278821881	00005.009012432580	00000.017007269981	
64859.643278821881	00000.009157054433	00000.000096586313	
64859.643278821881	00000.003269059400	00000.000003552425	
64859.643278821881	00000.000000175447	00000.000003358714	
64859.643278821881	00000.000000013602	00000.000459008898	
283335.284913694370	00016.119113226159	00000.121710885275	
283335.284913694370	00003.142652172496	00000.013889291736	
67477.723138446192	00000.556482559788	00000.033006881230	
67477.723138446192	00000.234750438320	00000.001065432211	
67477.723138446192	00000.028951193537	00000.003788383271	
67477.723138446192	00000.000051715563	00000.000000913199	
454481.334583834338	00000.000000007243	00000.000012337417	
454481.334583834338	00000.279874692357	00000.000158718640	
454481.334583834338	00000.001607695045	00000.000007215370	
454481.334583834338	00000.003315626583	00000.000921076513	
454481.334583834338	00000.000018968883	00000.000090253969	
454481.334583834338	00000.000000092448	00000.000073637944	
278049.787873373658	00000.000002004233	00000.000010011328	
278049.787873373658	00000.000141649388	00000.000049709355	
278049.787873373658	00000.022549547136	00000.000109694802	
278049.787873373658	00000.000004191526	00000.000004411407	
278049.787873373658	00000.000004502532	00000.000014436985	
278049.787873373658	00000.000000624639	00000.000011093681	
134221.632093350403	00000.000009711648	00000.000074532920	
134221.632093350403	00005.394320736074	00000.004499461619	
134221.632093350403	00000.001688070270	00000.000790232009	
134221.632093350403	00000.000000000171	00000.000000799830	
60537.201884749687	00000.873730945907	00000.000087952752	
60537.201884749687	00000.000000668155	00000.000000339341	
60537.201884749687	00001.572508159436	00000.016786792701	
60537.201884749687	00000.001386441403	00000.000009460286	
165800.116520828422	00000.000000001744	00000.000005401194	
165800.116520828422	00013.949359046158	00000.617513122125	
165800.116520828422	00000.223517178605	00000.000414169265	
335635.821004023892	00037.528961200913	00000.802049834184	
335635.821004023892	00000.000003200587	00000.000001782326	
335635.821004023892	00000.000000045182	00000.000000010536	
335635.821004023892	00000.000000008003	00000.000016570267	
335635.821004023892	00000.000587124425	00000.000281737837	
335635.821004023892	00000.000163553869	00000.000138205119	
335635.821004023892	00000.000017442771	00000.000094089341	
335635.821004023892	00000.000000000238	00000.000032196366	
121963.980509898727	00000.000014679774	00000.000041175789	
121963.980509898727	00000.033055205355	00000.002431736601	
121963.980509898727	00000.001003449803	00000.001075727579	
290646.046369023737	00000.001800204827	00000.000000742291	
290646.046369023737	00000.000004896422	00000.000008940561	
290646.046369023737	00000.000000268010	00000.000001127964	
290646.046369023737	00000.000000083297	00000.000003855156	
290646.046369023737	00000.074951561209	00000.001267772252	
290646.046369023737	00000.004264028717	00000.003830560680	
142692.777936308237	00000.000000624950	00000.000088959345	
142692.777936308237	00000.034616799170	00000.001508424747	
142692.777936308237	00000.022092664336	00000.009731473955	
14666.092068799084	00006.268284763751	00000.047763078588	
14666.092068799084	00000.234672421358	00000.008110786126	
14666.092068799084	00000.000016886084	00000.001495266330	
14666.092068799084	00000.000000000004	00000.000000521796	
14666.092068799084	00000.000000000000	00000.000000006141	
14666.092068799084	00000.000000000000	00000.000000535358	
14666.092068799084	00000.286385572755	00000.000553021620	
14666.092068799084	00000.000000000263	00000.000002865787	
39790.792314095401	00000.015704365277	00000.001899453912	
39790.792314095401	00000.000000000166	00000.000002291125	
39790.792314095401	00000.007684500440	00000.000349823045	
39790.792314095401	00000.000383641647	00000.000100722917	
39790.792314095401	00000.000000816911	00000.000009545420	
39790.792314095401	00000.000000000231	00000.000001030602	
67631.107290139422	00000.037560288666	00000.006704433040	
67631.107290139422	00000.022004058459	00000.000626789760	
67631.107290139422	00000.000000023826	00000.000169568834	
67631.107290139422	00000.000004735544	00000.000005208838	
67631.107290139422	00000.000000000551	00000.000001756162	
67631.107290139422	00000.000000009544	00000.000006938196	
15215.726572707181	00000.000000000275	00000.000009717598	
15215.726572707181	00000.000000000000	00000.000005187095	
15215.726572707181	00000.000022729791	00000.000128720120	
15215.726572707181	00000.000000000000	00000.000000504766	
09811.389247858840	00000.018319222379	00000.001738406779	
09811.389247858840	00000.006384639928	00000.001662324447	
09811.389247858840	00000.000072477824	00000.000004694102	
09811.389247858840	00000.000000000000	00000.000000714031	
09811.389247858840	00000.000000712669	00000.000451786029	
60125.301854511468	00008.002131480209	00000.098288737624	
60125.301854511468	00000.000000593040	00000.000002902151	
60125.301854511468	00000.000001562400	00000.000002829530	
60125.301854511468	00000.000000194308	00000.000002147085	
60125.301854511468	00000.000000000001	00000.000016347570	
38096.051982108635	00001.567141183942	00000.011562818137	
38096.051982108635	00000.778678340338	00000.007487233710	
38096.051982108635	00000.000001103496	00000.000490959969	
38096.051982108635	00000.020772857560	00000.000365357765	
38096.051982108635	00000.004331981570	00000.000033791106	
38096.051982108635	00000.005298076015	00000.003096475489	
38096.051982108635	00000.000000000000	00000.000006609427	
38096.051982108635	00000.000000000000	00000.000000139914	
126517.056255068106	00000.077776812706	00000.000094876893	
126517.056255068106	00000.321844000248	00000.006977663388	
126517.056255068106	00000.000000042359	00000.000013381202	
126517.056255068106	00001.770009851167	00000.007420368566	
126517.056255068106	00000.000000006525	00000.000008647169	
14518.140787063512	00000.000000000000	00000.000017165832	
329741.299145436089	00000.296999006159	00000.000069212570	
329741.299145436089	00000.001699866526	00000.000004127764	
329741.299145436089	00000.000002671063	00000.000009981436	
329741.299145436089	00017.521299183513	00000.183922985829	
329741.299145436089	00000.071900514007	00000.000204887753	
329741.299145436089	00000.000000019420	00000.000000244390	
59357.420591442671	00000.000661920915	00000.000017432109	
59357.420591442671	00000.000000000329	00000.000003873082	
154120.777354473539	00000.004272995009	00000.000159302178	
154120.777354473539	00000.000004241243	00000.000011807686	
154120.777354473539	00000.000001586331	00000.000006843206	
154120.777354473539	00000.000000428032	00000.000012360202	
135011.131886449817	00000.000020068685	00000.001134946744	
135011.131886449817	00000.000000793987	00000.000001850894	
135011.131886449817	00000.000000097277	00000.000565180504	
135011.131886449817	00000.000000001565	00000.000000115610	
78409.329345210310	00000.580368637993	00000.000500295450	
78409.329345210310	00000.011094893994	00000.001250080190	
78409.329345210310	00000.000018051272	00000.000124272344	
78409.329345210310	00000.000000000512	00000.000031470853	
