nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	SName	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
Nuniverse	Rp	Porb	Mp	ep	ip	Omegap	omegap	thetap	Abond	AgeomVIS	AgeomMIR	z	ap	rp	AngSep	maxAngSep	Fp	fp	Tp	Nstar	SName	Rs	Ms	Ts	Ds	Stype	RA	Dec	lGal	bGal	
3	2.75180	72.24373	7.02884	0.00000	1.54928	3.38872	1.71526	6.09424	0.49655	0.46431	0.05162	1.35192	0.19169	0.19169	0.00054	0.01096	0.13372	0.00001	141.77169	43	G 161-34	0.24300	0.18000	3100.00000	17.48765	M	142.23214	-7.36996	240.54588	30.09390	
4	1.29486	1.37426	5.71221	0.00000	1.70876	4.72259	2.06369	5.85028	0.48364	0.38133	0.02671	2.19223	0.01366	0.01366	0.00012	0.00078	26.33259	0.00036	534.46104	43	G 161-34	0.24300	0.18000	3100.00000	17.48765	M	142.23214	-7.36996	240.54588	30.09390	
4	1.11986	49.85528	0.97977	0.00000	1.70876	1.49101	3.60475	5.13732	0.13942	0.58575	0.08149	2.19223	0.14969	0.14969	0.00668	0.00856	0.21927	0.07032	183.44012	43	G 161-34	0.24300	0.18000	3100.00000	17.48765	M	142.23214	-7.36996	240.54588	30.09390	
0	0.56969	5.80315	0.13377	0.00000	1.73889	2.08175	4.87826	6.08340	0.22737	0.34041	0.05471	0.91675	0.05147	0.05147	0.00065	0.00382	20.29882	0.98587	553.87840	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
0	2.99582	18.14341	5.71221	0.00000	1.73889	0.72046	1.12893	3.90309	0.61572	0.24327	0.03806	0.91675	0.11005	0.11005	0.00287	0.00816	4.44015	0.94085	318.10113	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
0	0.62578	166.99985	0.12570	0.00000	1.73889	5.59652	4.80954	4.16845	0.23553	0.39449	0.03702	0.91675	0.48333	0.48333	0.03243	0.03584	0.23018	0.13466	180.26501	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
0	1.51468	308.35432	1.82542	0.00000	1.73889	5.57153	5.17334	3.73776	0.34473	0.19157	0.04104	0.91675	0.72745	0.72745	0.04719	0.05394	0.10161	0.11422	141.38309	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
1	0.97953	202.43024	0.84736	0.00000	1.97422	3.88214	1.84323	2.33036	0.43577	0.34104	0.02300	0.20903	0.54948	0.54948	0.02501	0.04075	0.17810	0.81874	156.70474	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
1	1.02309	291.95287	1.10961	0.00000	1.97422	4.53264	3.12220	1.53038	0.77323	0.11069	0.00391	0.20903	0.70142	0.70142	0.02062	0.05201	0.10930	0.92514	110.43404	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
2	1.12558	30.86185	2.82183	0.00000	0.78352	0.16002	4.98223	0.28525	0.55426	0.49185	0.06272	1.75924	0.15681	0.15681	0.00930	0.01163	2.18672	0.67741	276.54974	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
2	0.58846	128.35881	0.15150	0.00000	0.78352	4.69575	4.76492	6.06472	0.67520	0.53564	0.03501	1.75924	0.40556	0.40556	0.02159	0.03007	0.32693	0.74717	158.88044	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
2	1.51078	162.58452	2.02490	0.00000	0.78352	4.26724	5.56242	5.79775	0.06400	0.33097	0.07865	1.75924	0.47478	0.47478	0.02647	0.03521	0.23855	0.72012	191.32358	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
3	0.55243	1.87436	0.15791	0.00000	2.75318	4.01145	5.73552	0.84754	0.66217	0.49345	0.05785	0.46184	0.02423	0.02423	0.00179	0.00180	91.59780	0.26437	656.44640	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
3	0.54418	8.49190	0.14839	0.00000	2.75318	2.03493	3.82823	2.23371	0.18503	0.08361	0.00069	0.46184	0.06634	0.06634	0.00490	0.00492	12.21845	0.36096	494.41688	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
3	1.12548	56.20101	1.06452	0.00000	2.75318	5.87785	3.12453	1.22735	0.47162	0.43957	0.01893	0.46184	0.23385	0.23385	0.01621	0.01734	0.98332	0.51570	236.30012	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
3	2.48838	335.13699	11.56315	0.00000	2.75318	3.42936	5.38665	6.03037	0.33348	0.49117	0.07236	0.46184	0.76898	0.76898	0.05351	0.05702	0.09093	0.51030	138.09827	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
4	0.51414	10.22253	0.12312	0.00000	0.80649	2.04541	3.23126	0.76930	0.71448	0.41986	0.05523	0.02849	0.07507	0.07507	0.00466	0.00557	9.54138	0.64045	357.57291	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
4	0.92642	89.06980	1.18085	0.00000	0.80649	3.60277	0.31575	5.70812	0.58080	0.17245	0.02214	0.02849	0.31787	0.31787	0.02316	0.02357	0.53217	0.41633	191.28109	44	G 192-11	0.53500	0.54000	3800.00000	13.48574	M	89.90730	58.59301	154.92829	16.57228	
1	1.93230	1.52093	4.73949	0.00000	0.33443	5.39363	5.72065	4.01105	0.35672	0.15532	0.04175	160.11298	0.01462	0.01462	0.00108	0.00108	23.00261	0.36946	545.88044	45	G 192-12	0.24300	0.18000	3100.00000	13.50742	M	89.98202	58.57089	154.96646	16.59813	
1	0.66720	104.33573	0.29421	0.00000	0.33443	0.47724	2.95670	4.08835	0.31798	0.32343	0.01737	160.11298	0.24492	0.24492	0.01766	0.01813	0.08191	0.21323	135.31272	45	G 192-12	0.24300	0.18000	3100.00000	13.50742	M	89.98202	58.57089	154.96646	16.59813	
1	0.66142	479.97384	0.23910	0.00000	0.33443	1.18865	3.11870	4.15062	0.66854	0.07903	0.04658	160.11298	0.67744	0.67744	0.04824	0.05015	0.01071	0.19345	67.93096	45	G 192-12	0.24300	0.18000	3100.00000	13.50742	M	89.98202	58.57089	154.96646	16.59813	
2	0.75387	16.39517	0.32636	0.00000	0.94930	5.98730	0.46833	3.93173	0.77809	0.48693	0.05410	311.74834	0.07132	0.07132	0.00335	0.00528	0.96598	0.80637	189.38171	45	G 192-12	0.24300	0.18000	3100.00000	13.50742	M	89.98202	58.57089	154.96646	16.59813	
2	0.50246	35.10097	0.06473	0.00000	0.94930	4.66056	1.38003	6.23944	0.20230	0.23302	0.03859	311.74834	0.11847	0.11847	0.00537	0.00877	0.35008	0.02904	202.32719	45	G 192-12	0.24300	0.18000	3100.00000	13.50742	M	89.98202	58.57089	154.96646	16.59813	
3	2.51379	21.59542	3.61933	0.00000	0.34104	3.27582	4.37562	2.80956	0.08348	0.49661	0.05441	0.78110	0.08570	0.08570	0.00612	0.00634	0.66902	0.19813	246.29112	45	G 192-12	0.24300	0.18000	3100.00000	13.50742	M	89.98202	58.57089	154.96646	16.59813	
4	1.14701	120.39355	1.33734	0.00000	1.23855	3.97648	4.87310	4.52986	0.61120	0.01615	0.09927	687.24400	0.26944	0.26944	0.01994	0.01995	0.06768	0.30807	112.09805	45	G 192-12	0.24300	0.18000	3100.00000	13.50742	M	89.98202	58.57089	154.96646	16.59813	
4	3.24510	394.91875	9.79517	0.00000	1.23855	1.13303	3.53879	0.52366	0.63312	0.01449	0.01575	687.24400	0.59484	0.59484	0.02900	0.04404	0.01389	0.78999	74.35816	45	G 192-12	0.24300	0.18000	3100.00000	13.50742	M	89.98202	58.57089	154.96646	16.59813	
1	0.57031	3.43415	0.15150	0.00000	1.32803	5.71920	3.45195	2.10891	0.41333	0.07666	0.07249	2.58724	0.02515	0.02515	0.00170	0.00221	7.76537	0.70732	406.62418	46	G 204-57	0.24300	0.18000	3100.00000	11.35753	M	274.51417	38.77618	66.18567	22.72295	
1	3.02577	23.18028	25.43199	0.00000	1.32803	0.74502	0.31624	1.00885	0.51480	0.44240	0.05905	2.58724	0.08984	0.08984	0.00267	0.00791	0.60874	0.00426	205.18270	46	G 204-57	0.24300	0.18000	3100.00000	11.35753	M	274.51417	38.77618	66.18567	22.72295	
2	1.56301	2.44540	2.76391	0.00000	0.54077	5.57302	2.99482	2.80101	0.62930	0.44726	0.06097	274.20269	0.02006	0.02006	0.00171	0.00177	12.21200	0.44814	405.98232	46	G 204-57	0.24300	0.18000	3100.00000	11.35753	M	274.51417	38.77618	66.18567	22.72295	
2	0.87019	34.43119	0.67450	0.00000	0.54077	1.49662	5.50815	5.63013	0.22194	0.03494	0.05728	274.20269	0.11696	0.11696	0.00886	0.01030	0.35918	0.61539	202.36534	46	G 204-57	0.24300	0.18000	3100.00000	11.35753	M	274.51417	38.77618	66.18567	22.72295	
2	0.63665	363.14415	0.12833	0.00000	0.54077	3.60437	1.88477	2.54189	0.09577	0.43226	0.07025	274.20269	0.56249	0.56249	0.04306	0.04953	0.01553	0.60496	95.80985	46	G 204-57	0.24300	0.18000	3100.00000	11.35753	M	274.51417	38.77618	66.18567	22.72295	
3	0.65685	4.60349	0.25445	0.00000	2.20852	6.01379	3.43127	1.84802	0.06686	0.19074	0.03030	7.75174	0.03058	0.03058	0.00198	0.00269	5.25377	0.73360	414.15077	46	G 204-57	0.24300	0.18000	3100.00000	11.35753	M	274.51417	38.77618	66.18567	22.72295	
3	0.70397	84.28673	0.28817	0.00000	2.20852	5.68009	5.27007	4.57409	0.52747	0.20380	0.01250	7.75174	0.21244	0.21244	0.01768	0.01870	0.10887	0.49908	132.55258	46	G 204-57	0.24300	0.18000	3100.00000	11.35753	M	274.51417	38.77618	66.18567	22.72295	
4	1.93349	3.05596	7.79694	0.00000	1.18892	3.51010	5.80086	4.52985	0.27212	0.25806	0.02498	279.92858	0.02327	0.02327	0.00140	0.00205	9.07243	0.77293	446.16931	46	G 204-57	0.24300	0.18000	3100.00000	11.35753	M	274.51417	38.77618	66.18567	22.72295	
4	0.91160	8.04182	0.67450	0.00000	1.18892	5.25689	6.01796	0.05557	0.77644	0.36811	0.00819	279.92858	0.04436	0.04436	0.00383	0.00391	2.49717	0.42083	240.58256	46	G 204-57	0.24300	0.18000	3100.00000	11.35753	M	274.51417	38.77618	66.18567	22.72295	
4	1.51913	33.25001	2.59716	0.00000	1.18892	1.05172	2.59074	0.39550	0.59536	0.30431	0.09661	279.92858	0.11427	0.11427	0.00996	0.01006	0.37630	0.24980	173.86141	46	G 204-57	0.24300	0.18000	3100.00000	11.35753	M	274.51417	38.77618	66.18567	22.72295	
4	0.67703	50.58431	0.23419	0.00000	1.18892	2.68551	1.36871	0.05627	0.73473	0.09547	0.01454	279.92858	0.15115	0.15115	0.00527	0.01331	0.21506	0.00706	136.02402	46	G 204-57	0.24300	0.18000	3100.00000	11.35753	M	274.51417	38.77618	66.18567	22.72295	
4	0.63704	128.27270	0.24923	0.00000	1.18892	5.51619	3.17593	4.48725	0.02062	0.30844	0.08292	279.92858	0.28107	0.28107	0.01020	0.02475	0.06219	0.00799	138.26986	46	G 204-57	0.24300	0.18000	3100.00000	11.35753	M	274.51417	38.77618	66.18567	22.72295	
4	1.00172	205.14065	1.06452	0.00000	1.18892	5.40397	3.47667	3.63068	0.19113	0.56964	0.04544	279.92858	0.38438	0.38438	0.02478	0.03384	0.03325	0.05495	112.71617	46	G 204-57	0.24300	0.18000	3100.00000	11.35753	M	274.51417	38.77618	66.18567	22.72295	
0	1.80849	0.66589	4.36214	0.00000	2.43025	4.98105	5.11459	1.48964	0.71800	0.21831	0.05077	1.46928	0.00953	0.00953	0.00082	0.00084	93.80846	0.22208	631.21608	47	G 204-58	0.29100	0.26000	3250.00000	11.35677	M	274.51761	38.77572	66.18606	22.72025	
0	1.52272	32.63158	1.04267	0.00000	2.43025	5.51759	2.18038	3.61559	0.67768	0.23007	0.03000	1.46928	0.12756	0.12756	0.01069	0.01123	0.52311	0.48612	178.35015	47	G 204-58	0.29100	0.26000	3250.00000	11.35677	M	274.51761	38.77572	66.18606	22.72025	
0	0.58148	106.07229	0.15150	0.00000	2.43025	2.37569	3.38131	1.81670	0.15023	0.40277	0.02756	1.46928	0.27992	0.27992	0.02012	0.02465	0.10864	0.66170	153.41683	47	G 204-58	0.29100	0.26000	3250.00000	11.35677	M	274.51761	38.77572	66.18606	22.72025	
0	0.82170	424.81687	0.40159	0.00000	2.43025	3.16749	0.89284	5.62174	0.31934	0.27994	0.07236	1.46928	0.70593	0.70593	0.06146	0.06216	0.01708	0.24702	91.39314	47	G 204-58	0.29100	0.26000	3250.00000	11.35677	M	274.51761	38.77572	66.18606	22.72025	
1	2.76533	89.60327	8.29751	0.00000	2.76879	0.32971	4.82528	3.53033	0.21383	0.47905	0.04530	0.36262	0.25014	0.25014	0.02087	0.02203	0.13604	0.17501	159.16696	47	G 204-58	0.29100	0.26000	3250.00000	11.35677	M	274.51761	38.77572	66.18606	22.72025	
1	1.50240	442.21645	2.29325	0.00000	2.76879	3.47882	3.09419	3.63289	0.22857	0.07470	0.09764	0.36262	0.72508	0.72508	0.06306	0.06385	0.01619	0.24400	93.04531	47	G 204-58	0.29100	0.26000	3250.00000	11.35677	M	274.51761	38.77572	66.18606	22.72025	
3	1.99346	1.52764	7.48011	0.00000	0.62318	0.32404	1.53814	1.08004	0.22803	0.23998	0.07854	2.15974	0.01657	0.01657	0.00140	0.00146	31.00420	0.18609	615.61538	47	G 204-58	0.29100	0.26000	3250.00000	11.35677	M	274.51761	38.77572	66.18606	22.72025	
3	0.80852	42.28689	0.71780	0.00000	0.62318	6.16263	4.76620	3.54552	0.08418	0.39052	0.00383	2.15974	0.15162	0.15162	0.01137	0.01335	0.37026	0.10125	212.38915	47	G 204-58	0.29100	0.26000	3250.00000	11.35677	M	274.51761	38.77572	66.18606	22.72025	
4	1.20096	6.12014	4.09898	0.00000	1.03084	1.49128	3.98293	0.23236	0.09857	0.52913	0.06206	2.21761	0.04180	0.04180	0.00242	0.00368	4.87265	0.79102	402.92878	47	G 204-58	0.29100	0.26000	3250.00000	11.35677	M	274.51761	38.77572	66.18606	22.72025	
4	2.63841	18.20777	3.54503	0.00000	1.03084	0.67340	4.01752	1.58965	0.39842	0.00872	0.02674	2.21761	0.08646	0.08646	0.00642	0.00761	1.13877	0.63370	253.21292	47	G 204-58	0.29100	0.26000	3250.00000	11.35677	M	274.51761	38.77572	66.18606	22.72025	
0	0.56233	22.84566	0.10006	0.00000	1.44750	4.77395	0.84356	4.83530	0.68891	0.10379	0.06875	261.48394	0.11611	0.11611	0.00809	0.00979	1.54901	0.65236	231.89432	48	G 236-1	0.39300	0.40000	3500.00000	11.85441	M	145.64517	70.03388	141.86103	39.42019	
0	1.62643	128.44408	2.06734	0.00000	1.44750	5.76977	0.35748	0.15254	0.41011	0.17818	0.06286	261.48394	0.36711	0.36711	0.02709	0.03097	0.15494	0.11421	153.03479	48	G 236-1	0.39300	0.40000	3500.00000	11.85441	M	145.64517	70.03388	141.86103	39.42019	
1	2.35233	5.65628	2.54385	0.00000	0.57786	0.64371	1.76509	2.64210	0.19184	0.07833	0.07250	0.72246	0.04578	0.04578	0.00330	0.00386	9.96366	0.62307	468.84815	48	G 236-1	0.39300	0.40000	3500.00000	11.85441	M	145.64517	70.03388	141.86103	39.42019	
1	1.43321	49.71603	1.78795	0.00000	0.57786	1.46825	0.93232	1.64970	0.58798	0.46663	0.08809	0.72246	0.19498	0.19498	0.01574	0.01645	0.54929	0.18681	191.96949	48	G 236-1	0.39300	0.40000	3500.00000	11.85441	M	145.64517	70.03388	141.86103	39.42019	
1	3.03515	342.45671	4.94024	0.00000	0.57786	3.34033	2.28401	6.27484	0.09663	0.45901	0.09056	0.72246	0.70588	0.70588	0.05415	0.05955	0.04191	0.13825	122.77235	48	G 236-1	0.39300	0.40000	3500.00000	11.85441	M	145.64517	70.03388	141.86103	39.42019	
2	1.26968	0.62947	1.33734	0.00000	0.39986	2.56629	4.31323	4.39733	0.13019	0.49040	0.08330	138.73054	0.01059	0.01059	0.00086	0.00089	186.13600	0.20122	992.81384	48	G 236-1	0.39300	0.40000	3500.00000	11.85441	M	145.64517	70.03388	141.86103	39.42019	
2	0.70188	213.52662	0.36203	0.00000	0.39986	3.43386	3.08021	6.27111	0.40170	0.53886	0.05423	138.73054	0.51518	0.51518	0.04344	0.04346	0.07868	0.30415	129.64286	48	G 236-1	0.39300	0.40000	3500.00000	11.85441	M	145.64517	70.03388	141.86103	39.42019	
3	0.64690	379.63906	0.26523	0.00000	1.83746	2.94669	6.10197	1.08139	0.45848	0.19381	0.00333	1.95450	0.75609	0.75609	0.04177	0.06378	0.03653	0.03669	104.37968	48	G 236-1	0.39300	0.40000	3500.00000	11.85441	M	145.64517	70.03388	141.86103	39.42019	
4	2.50292	117.73793	23.89771	0.00000	2.53140	5.72797	3.18598	1.80760	0.30712	0.45483	0.02025	1.01567	0.34642	0.34642	0.02440	0.02922	0.17401	0.64315	164.00641	48	G 236-1	0.39300	0.40000	3500.00000	11.85441	M	145.64517	70.03388	141.86103	39.42019	
0	0.57879	2.83061	0.14839	0.00000	2.24672	1.51733	0.60604	3.57116	0.37881	0.34938	0.08837	1.59092	0.02500	0.02500	0.00156	0.00210	13.62304	0.72865	474.70999	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
0	0.81045	80.71123	0.39334	0.00000	2.24672	3.50166	3.98854	1.57514	0.69020	0.19697	0.02947	1.59092	0.23330	0.23330	0.01685	0.01964	0.15639	0.61844	130.57948	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
0	0.93495	126.66963	0.77989	0.00000	2.24672	5.79012	0.63761	5.82898	0.01189	0.02300	0.07925	1.59092	0.31507	0.31507	0.02626	0.02653	0.08575	0.25040	150.16165	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
0	1.54874	399.68145	1.98333	0.00000	2.24672	5.11172	1.21194	5.75040	0.78606	0.13204	0.06524	1.59092	0.67780	0.67780	0.04975	0.05707	0.01853	0.11234	69.83654	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
1	1.59069	1.12602	2.02490	0.00000	2.40198	1.86421	4.48756	4.52822	0.25035	0.00041	0.03786	2.64871	0.01352	0.01352	0.00110	0.00114	46.56420	0.19579	676.52113	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
1	0.60470	23.59700	0.15150	0.00000	2.40198	2.48545	4.47519	1.94211	0.67895	0.08216	0.04659	2.64871	0.10277	0.10277	0.00862	0.00865	0.80594	0.27454	198.50557	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
1	0.94828	35.99615	0.67450	0.00000	2.40198	3.62384	5.30488	3.12087	0.53959	0.57854	0.04521	2.64871	0.13619	0.13619	0.00945	0.01147	0.45896	0.08756	188.70514	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
1	1.86732	84.63464	9.59409	0.00000	2.40198	3.94442	0.37910	1.98133	0.25346	0.13960	0.02896	2.64871	0.24080	0.24080	0.01785	0.02027	0.14680	0.11759	160.13840	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
2	1.07773	96.40114	2.65160	0.00000	0.83544	5.06329	4.27223	3.27722	0.53068	0.56881	0.06615	213.07424	0.26263	0.26263	0.01563	0.02211	0.12341	0.04821	136.53891	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
2	0.74697	428.42567	0.31310	0.00000	0.83544	0.67465	6.09534	5.25977	0.64779	0.43205	0.05765	213.07424	0.70992	0.70992	0.04302	0.05977	0.01689	0.74575	77.29590	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
3	1.38522	25.47936	1.82542	0.00000	1.88138	3.64681	4.71939	5.99182	0.25837	0.30342	0.08998	0.48652	0.10817	0.10817	0.00370	0.00911	0.72755	0.92153	238.54282	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
3	1.83684	189.42004	2.59716	0.00000	1.88138	1.37041	3.81364	0.97959	0.51244	0.39776	0.06673	0.48652	0.41201	0.41201	0.01093	0.03469	0.05014	0.95251	110.05630	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
3	0.60183	394.84649	0.09599	0.00000	1.88138	5.85705	4.12163	3.35070	0.40919	0.31183	0.08483	0.48652	0.67233	0.67233	0.02650	0.05661	0.01883	0.01198	90.39283	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
4	4.94721	240.20799	13.93632	0.00000	1.88845	5.12888	6.05902	0.51342	0.52754	0.20903	0.01602	4.76750	0.48271	0.48271	0.03912	0.04064	0.03653	0.19459	100.88151	49	G 236-2	0.29100	0.26000	3250.00000	11.87706	M	145.71553	70.03941	141.83835	39.43754	
0	3.30506	0.64645	10.86556	0.00000	0.52235	4.68487	1.34593	5.83093	0.59658	0.28063	0.08035	4.28898	0.01138	0.01138	0.00054	0.00059	261.42671	0.14827	891.93113	50	G 242-48	0.46000	0.47000	3650.00000	19.24909	M	3.41130	80.66579	121.32852	17.91191	
1	3.05994	4.29591	9.59409	0.00000	0.70370	5.84741	5.78631	5.61238	0.46881	0.28718	0.01196	11.05892	0.04021	0.04021	0.00168	0.00209	20.92467	0.67415	508.19549	50	G 242-48	0.46000	0.47000	3650.00000	19.24909	M	3.41130	80.66579	121.32852	17.91191	
1	0.55357	140.87555	0.17517	0.00000	0.70370	1.31390	4.31249	5.25968	0.67935	0.51764	0.02679	11.05892	0.41200	0.41200	0.02131	0.02140	0.19935	0.36726	139.94759	50	G 242-48	0.46000	0.47000	3650.00000	19.24909	M	3.41130	80.66579	121.32852	17.91191	
1	2.69994	386.76480	3.93242	0.00000	0.70370	2.99446	0.54115	4.37531	0.14235	0.44804	0.05869	11.05892	0.80780	0.80780	0.03247	0.04197	0.05186	0.70147	127.81503	50	G 242-48	0.46000	0.47000	3650.00000	19.24909	M	3.41130	80.66579	121.32852	17.91191	
2	1.70244	3.23609	2.65160	0.00000	1.32012	3.61826	2.08501	5.01546	0.29807	0.39981	0.03871	1.54612	0.03329	0.03329	0.00122	0.00173	30.52844	0.04845	598.82879	50	G 242-48	0.46000	0.47000	3650.00000	19.24909	M	3.41130	80.66579	121.32852	17.91191	
2	7.35471	22.42718	39.31412	0.00000	1.32012	3.99383	4.44031	3.37768	0.73608	0.49840	0.09453	1.54612	0.12102	0.12102	0.00157	0.00629	2.31046	0.00171	245.95022	50	G 242-48	0.46000	0.47000	3650.00000	19.24909	M	3.41130	80.66579	121.32852	17.91191	
2	2.84323	139.58703	21.10126	0.00000	1.32012	1.21585	4.65256	3.60050	0.07297	0.41587	0.04012	1.54612	0.40948	0.40948	0.00959	0.02127	0.20181	0.01062	183.04657	50	G 242-48	0.46000	0.47000	3650.00000	19.24909	M	3.41130	80.66579	121.32852	17.91191	
3	1.12570	15.45325	2.11067	0.00000	1.73119	4.18005	3.53904	3.80701	0.24184	0.18911	0.01387	3.34622	0.09441	0.09441	0.00248	0.00490	3.79640	0.01540	362.52366	50	G 242-48	0.46000	0.47000	3650.00000	19.24909	M	3.41130	80.66579	121.32852	17.91191	
3	1.21357	148.86770	2.15490	0.00000	1.73119	3.43965	3.69022	5.12339	0.28179	0.58288	0.01113	3.34622	0.42744	0.42744	0.01830	0.02221	0.18521	0.08767	168.08639	50	G 242-48	0.46000	0.47000	3650.00000	19.24909	M	3.41130	80.66579	121.32852	17.91191	
3	0.84462	220.74606	0.86512	0.00000	1.73119	1.08362	0.89659	5.87690	0.77132	0.29297	0.05820	3.34622	0.55582	0.55582	0.02557	0.02887	0.10953	0.12094	110.72547	50	G 242-48	0.46000	0.47000	3650.00000	19.24909	M	3.41130	80.66579	121.32852	17.91191	
4	0.92325	10.27336	1.51458	0.00000	0.42381	5.62628	0.88077	2.21706	0.74726	0.52155	0.04210	5.43297	0.07191	0.07191	0.00374	0.00374	6.54307	0.30937	315.62126	50	G 242-48	0.46000	0.47000	3650.00000	19.24909	M	3.41130	80.66579	121.32852	17.91191	
4	0.60705	48.42653	0.27646	0.00000	0.42381	4.51174	1.04357	4.36782	0.27101	0.49821	0.03575	5.43297	0.20217	0.20217	0.00997	0.01050	0.82785	0.49162	245.31447	50	G 242-48	0.46000	0.47000	3650.00000	19.24909	M	3.41130	80.66579	121.32852	17.91191	
4	0.70952	219.37445	0.34018	0.00000	0.42381	3.01047	4.88632	2.52776	0.23709	0.21759	0.02561	5.43297	0.55351	0.55351	0.02669	0.02876	0.11045	0.15457	149.95456	50	G 242-48	0.46000	0.47000	3650.00000	19.24909	M	3.41130	80.66579	121.32852	17.91191	
0	2.59971	2.97308	3.13020	0.00000	2.62371	2.76157	0.45898	2.02514	0.14362	0.32488	0.00541	1.11480	0.02285	0.02285	0.00110	0.00115	9.41120	0.18173	468.95489	51	G 249-27	0.24300	0.18000	3100.00000	19.85238	M	90.19418	68.14142	145.75396	20.52091	
0	0.77016	19.56928	0.29421	0.00000	2.62371	1.55284	1.87747	0.71960	0.24811	0.06531	0.03346	1.11480	0.08025	0.08025	0.00391	0.00404	0.76294	0.20062	242.22253	51	G 249-27	0.24300	0.18000	3100.00000	19.85238	M	90.19418	68.14142	145.75396	20.52091	
0	1.01379	101.66396	1.08683	0.00000	2.62371	5.47690	6.00371	4.05548	0.37276	0.58737	0.02314	1.11480	0.24072	0.24072	0.01159	0.01213	0.08479	0.47882	133.66072	51	G 249-27	0.24300	0.18000	3100.00000	19.85238	M	90.19418	68.14142	145.75396	20.52091	
0	1.15252	151.75294	1.82542	0.00000	2.62371	0.73275	3.51639	2.63074	0.78199	0.21658	0.02750	1.11480	0.31440	0.31440	0.01580	0.01584	0.04971	0.35260	89.79994	51	G 249-27	0.24300	0.18000	3100.00000	19.85238	M	90.19418	68.14142	145.75396	20.52091	
0	0.53919	321.18740	0.29421	0.00000	2.62371	0.73070	2.28940	3.74222	0.56466	0.34572	0.07784	1.11480	0.51828	0.51828	0.02591	0.02611	0.01829	0.38234	83.14220	51	G 249-27	0.24300	0.18000	3100.00000	19.85238	M	90.19418	68.14142	145.75396	20.52091	
1	4.66758	162.82051	14.83106	0.00000	0.78030	0.79104	2.57943	5.35310	0.46801	0.31032	0.07129	130.25344	0.32951	0.32951	0.01183	0.01660	0.04525	0.04976	109.63288	51	G 249-27	0.24300	0.18000	3100.00000	19.85238	M	90.19418	68.14142	145.75396	20.52091	
1	2.61973	401.29123	8.47141	0.00000	0.78030	4.19667	6.28118	2.16177	0.35650	0.46044	0.01330	130.25344	0.60122	0.60122	0.02456	0.03028	0.01359	0.08203	85.11736	51	G 249-27	0.24300	0.18000	3100.00000	19.85238	M	90.19418	68.14142	145.75396	20.52091	
