nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	SName	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
Nuniverse	Rp	Porb	Mp	ep	ip	Omegap	omegap	thetap	Abond	AgeomVIS	AgeomMIR	z	ap	rp	AngSep	maxAngSep	Fp	fp	Tp	Nstar	SName	Rs	Ms	Ts	Ds	Stype	RA	Dec	lGal	bGal	
0	2.74323	17.87805	11.32578	0.00000	0.62743	5.07771	1.82703	1.80079	0.16356	0.04022	0.04622	272.08719	0.10404	0.10404	0.02064	0.02146	3.12587	0.46753	353.91984	17	BD+44  2051	0.46000	0.47000	3650.00000	4.84801	M	166.36907	43.52678	168.50270	63.07144	
0	1.32068	73.54139	1.61182	0.00000	0.62743	0.45436	0.67482	0.44908	0.23885	0.15906	0.08676	272.08719	0.26711	0.26711	0.04674	0.05510	0.47427	0.09935	215.73792	17	BD+44  2051	0.46000	0.47000	3650.00000	4.84801	M	166.36907	43.52678	168.50270	63.07144	
0	2.01377	107.58144	6.46922	0.00000	0.62743	1.22347	1.45041	3.83304	0.56872	0.47215	0.07192	272.08719	0.34421	0.34421	0.06174	0.07100	0.28559	0.60495	164.88532	17	BD+44  2051	0.46000	0.47000	3650.00000	4.84801	M	166.36907	43.52678	168.50270	63.07144	
0	3.83107	217.12514	7.79694	0.00000	0.62743	1.88242	1.90935	5.69715	0.23972	0.43005	0.09811	272.08719	0.54972	0.54972	0.09323	0.11339	0.11197	0.08683	150.34077	17	BD+44  2051	0.46000	0.47000	3650.00000	4.84801	M	166.36907	43.52678	168.50270	63.07144	
1	0.77191	36.97747	0.41860	0.00000	1.63345	1.75179	5.57586	6.15931	0.69920	0.58194	0.07575	831.34880	0.16890	0.16890	0.02354	0.03484	1.18618	0.77826	215.11034	17	BD+44  2051	0.46000	0.47000	3650.00000	4.84801	M	166.36907	43.52678	168.50270	63.07144	
2	1.51708	11.75833	4.01483	0.00000	1.50636	2.72707	3.03846	0.68377	0.79831	0.08109	0.01380	187.82725	0.07869	0.07869	0.01358	0.01623	5.46517	0.64103	285.18574	17	BD+44  2051	0.46000	0.47000	3650.00000	4.84801	M	166.36907	43.52678	168.50270	63.07144	
2	0.65197	23.34040	0.19838	0.00000	1.50636	2.38643	0.80235	2.49118	0.70292	0.40142	0.03706	187.82725	0.12428	0.12428	0.02534	0.02564	2.19072	0.39746	249.98714	17	BD+44  2051	0.46000	0.47000	3650.00000	4.84801	M	166.36907	43.52678	168.50270	63.07144	
3	2.18658	1.17266	8.12718	0.00000	3.07123	3.85032	3.44705	1.24463	0.33316	0.37715	0.07499	4.50452	0.01692	0.01692	0.00348	0.00349	118.16824	0.35424	829.24668	17	BD+44  2051	0.46000	0.47000	3650.00000	4.84801	M	166.36907	43.52678	168.50270	63.07144	
3	1.86081	3.08929	8.47141	0.00000	3.07123	2.56542	4.77203	4.53902	0.24971	0.55741	0.04292	4.50452	0.03228	0.03228	0.00666	0.00666	32.47781	0.31433	618.38357	17	BD+44  2051	0.46000	0.47000	3650.00000	4.84801	M	166.36907	43.52678	168.50270	63.07144	
4	5.21628	163.92157	15.14189	0.00000	1.80838	2.85951	3.77220	4.82859	0.32221	0.59529	0.06646	132.39086	0.45579	0.45579	0.06590	0.09401	0.16289	0.04678	160.43500	17	BD+44  2051	0.46000	0.47000	3650.00000	4.84801	M	166.36907	43.52678	168.50270	63.07144	
0	2.40620	4.70993	4.64220	0.00000	2.49512	5.57947	2.83693	5.15542	0.44306	0.53447	0.09541	6.22955	0.02527	0.02527	0.00414	0.00516	1.26658	0.07855	255.07299	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
0	1.25640	11.28462	1.51458	0.00000	2.49512	1.91628	3.99722	2.48187	0.17479	0.55003	0.02301	6.22955	0.04524	0.04524	0.00917	0.00923	0.39507	0.26187	210.31130	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
0	2.58560	36.98182	12.05291	0.00000	2.49512	0.87613	0.67122	0.81739	0.60193	0.28661	0.09404	6.22955	0.09982	0.09982	0.01629	0.02037	0.08116	0.07745	117.99862	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
0	0.98353	98.21740	0.97977	0.00000	2.49512	3.41718	1.60796	4.00626	0.52895	0.47956	0.02607	6.22955	0.19143	0.19143	0.03624	0.03906	0.02207	0.52758	88.86985	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
0	0.85326	237.60778	0.41000	0.00000	2.49512	1.15372	3.42794	5.65911	0.75394	0.15025	0.08866	6.22955	0.34499	0.34499	0.06898	0.07040	0.00679	0.22487	56.28009	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
0	0.62596	299.14707	0.19032	0.00000	2.49512	5.05803	5.44696	0.09755	0.37000	0.28670	0.00635	6.22955	0.40224	0.40224	0.07503	0.08208	0.00500	0.54766	65.93097	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
0	1.13597	429.25124	1.86368	0.00000	2.49512	6.10700	1.64804	0.47637	0.25904	0.54024	0.02560	6.22955	0.51172	0.51172	0.08967	0.10442	0.00309	0.10489	60.87351	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
1	0.67549	358.75581	0.30667	0.00000	0.69714	1.59073	2.83622	0.73300	0.04953	0.23940	0.02296	8.60044	0.45404	0.45404	0.08931	0.09265	0.00392	0.46279	68.77567	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
2	0.73697	10.74727	0.19431	0.00000	1.71865	3.18363	1.66125	3.37389	0.11548	0.23951	0.00519	0.42238	0.04380	0.04380	0.00310	0.00894	0.42162	0.94266	217.50070	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
2	0.56404	35.43847	0.25978	0.00000	1.71865	3.76874	3.42168	5.00163	0.08808	0.35417	0.06339	0.42238	0.09702	0.09702	0.01095	0.01980	0.08591	0.02064	147.24727	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
3	0.72159	6.06954	0.34018	0.00000	0.34187	2.35356	2.30129	3.68949	0.40410	0.11314	0.09514	3.75364	0.02992	0.02992	0.00608	0.00611	0.90319	0.36812	238.39221	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
3	0.58064	25.28435	0.21555	0.00000	0.34187	1.85343	3.13459	5.42629	0.44536	0.12779	0.02115	3.75364	0.07747	0.07747	0.01529	0.01581	0.13475	0.20125	145.52446	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
3	1.11774	107.26944	1.00030	0.00000	0.34187	0.15715	3.72627	1.12987	0.14419	0.07424	0.06033	3.75364	0.20302	0.20302	0.03908	0.04143	0.01962	0.50190	100.18868	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
3	0.97818	228.08195	1.61182	0.00000	0.34187	2.75885	1.49585	5.02105	0.59952	0.54780	0.06747	3.75364	0.33570	0.33570	0.06830	0.06850	0.00718	0.28045	64.44125	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
4	0.81659	17.07472	0.58334	0.00000	1.77994	1.92854	2.90332	0.84978	0.15891	0.58873	0.08667	2.86666	0.05963	0.05963	0.01007	0.01217	0.22743	0.65077	184.06690	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
4	2.38738	117.30707	5.36760	0.00000	1.77994	1.34657	2.51117	4.39733	0.45095	0.22536	0.06543	2.86666	0.21550	0.21550	0.03605	0.04397	0.01741	0.08578	87.03185	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
4	0.72494	188.71351	0.30667	0.00000	1.77994	3.73651	4.73917	2.38459	0.44016	0.36292	0.03883	2.86666	0.29587	0.29587	0.04134	0.06037	0.00924	0.04299	74.63887	18	BD+44  2051B	0.12900	0.09700	2710.00000	4.90054	M	166.37869	43.52163	168.50524	63.08002	
0	0.50967	38.88124	0.09020	0.00000	2.54875	5.57554	4.58352	0.63737	0.65933	0.56751	0.08689	157.78498	0.18292	0.18292	0.00821	0.00941	1.60707	0.60104	239.41263	19	BD+46  1951	0.53500	0.54000	3800.00000	19.44428	M	214.35159	45.44448	85.55672	64.94743	
1	1.99968	9.12247	5.59494	0.00000	2.09694	5.09624	4.19597	5.16003	0.31317	0.46125	0.07335	9.25529	0.06958	0.06958	0.00357	0.00358	11.10554	0.28916	462.54215	19	BD+46  1951	0.53500	0.54000	3800.00000	19.44428	M	214.35159	45.44448	85.55672	64.94743	
1	0.60229	231.07761	0.22938	0.00000	2.09694	1.19476	4.87334	0.66539	0.55656	0.00756	0.00372	9.25529	0.60017	0.60017	0.02501	0.03087	0.14928	0.66767	141.17711	19	BD+46  1951	0.53500	0.54000	3800.00000	19.44428	M	214.35159	45.44448	85.55672	64.94743	
2	2.33543	1.88169	8.29751	0.00000	2.15822	0.01878	3.91736	3.63129	0.74297	0.22102	0.03378	11.99053	0.02429	0.02429	0.00076	0.00125	91.12265	0.02838	612.28672	19	BD+46  1951	0.53500	0.54000	3800.00000	19.44428	M	214.35159	45.44448	85.55672	64.94743	
2	1.64207	11.98416	2.82183	0.00000	2.15822	3.58863	4.43945	4.71316	0.05253	0.03669	0.02214	11.99053	0.08347	0.08347	0.00418	0.00429	7.71873	0.21444	457.70088	19	BD+46  1951	0.53500	0.54000	3800.00000	19.44428	M	214.35159	45.44448	85.55672	64.94743	
2	0.66464	31.59461	0.25445	0.00000	2.15822	5.44150	4.32584	0.41715	0.73789	0.17459	0.03680	11.99053	0.15929	0.15929	0.00454	0.00819	2.11936	0.85283	240.28407	19	BD+46  1951	0.53500	0.54000	3800.00000	19.44428	M	214.35159	45.44448	85.55672	64.94743	
2	0.91106	367.19033	0.60805	0.00000	2.15822	6.13272	0.30058	3.78532	0.43526	0.54664	0.06174	11.99053	0.81727	0.81727	0.03104	0.04203	0.08051	0.73104	128.52113	19	BD+46  1951	0.53500	0.54000	3800.00000	19.44428	M	214.35159	45.44448	85.55672	64.94743	
3	2.01656	0.94627	3.69518	0.00000	1.65956	1.66077	1.69608	4.25659	0.51956	0.03117	0.08946	7.25371	0.01536	0.01536	0.00075	0.00079	227.86116	0.49672	900.28690	19	BD+46  1951	0.53500	0.54000	3800.00000	19.44428	M	214.35159	45.44448	85.55672	64.94743	
3	1.77144	1.31308	5.59494	0.00000	1.65956	6.02065	2.14633	0.75291	0.44412	0.07134	0.05067	7.25371	0.01911	0.01911	0.00095	0.00098	147.22034	0.20793	837.12582	19	BD+46  1951	0.53500	0.54000	3800.00000	19.44428	M	214.35159	45.44448	85.55672	64.94743	
3	1.02397	228.28378	1.10961	0.00000	1.65956	2.94286	4.58020	4.14005	0.25541	0.57865	0.04040	7.25371	0.59532	0.59532	0.02339	0.03062	0.15172	0.06464	161.36024	19	BD+46  1951	0.53500	0.54000	3800.00000	19.44428	M	214.35159	45.44448	85.55672	64.94743	
4	1.71773	3.07471	2.06734	0.00000	0.80074	0.47646	0.78323	1.07445	0.73448	0.16136	0.03650	8.91970	0.03370	0.03370	0.00126	0.00173	47.34597	0.05302	524.08257	19	BD+46  1951	0.53500	0.54000	3800.00000	19.44428	M	214.35159	45.44448	85.55672	64.94743	
4	4.02253	6.62837	29.40603	0.00000	0.80074	4.41463	3.45765	4.21720	0.41714	0.49149	0.09917	8.91970	0.05624	0.05624	0.00205	0.00289	17.00123	0.04848	493.81644	19	BD+46  1951	0.53500	0.54000	3800.00000	19.44428	M	214.35159	45.44448	85.55672	64.94743	
4	0.73029	55.32029	0.20254	0.00000	0.80074	3.54638	1.50460	0.47099	0.27406	0.21310	0.07044	8.91970	0.23140	0.23140	0.00894	0.01190	1.00425	0.06061	257.18144	19	BD+46  1951	0.53500	0.54000	3800.00000	19.44428	M	214.35159	45.44448	85.55672	64.94743	
0	2.84440	2.92986	12.30552	0.00000	1.26280	0.84178	3.67291	1.96996	0.22849	0.21569	0.00587	8.52467	0.02953	0.02953	0.00122	0.00149	23.95143	0.65612	577.06141	20	BD-21  1074A	0.39300	0.40000	3500.00000	19.87755	M	76.70798	-21.58587	222.48980	-32.17472	
0	1.14888	24.34023	1.61182	0.00000	1.26280	3.54611	2.41408	0.22955	0.31792	0.18000	0.06556	8.52467	0.12112	0.12112	0.00543	0.00609	1.42351	0.12431	276.28229	20	BD-21  1074A	0.39300	0.40000	3500.00000	19.87755	M	76.70798	-21.58587	222.48980	-32.17472	
0	1.72536	356.37264	2.65160	0.00000	1.26280	5.61334	6.18340	1.41018	0.40576	0.52834	0.02038	8.52467	0.72487	0.72487	0.01422	0.03647	0.03974	0.00671	109.10855	20	BD-21  1074A	0.39300	0.40000	3500.00000	19.87755	M	76.70798	-21.58587	222.48980	-32.17472	
0	1.08257	493.06273	1.78795	0.00000	1.26280	2.33052	4.96318	5.50902	0.01752	0.03398	0.02313	8.52467	0.90003	0.90003	0.02556	0.04528	0.02578	0.84748	111.03220	20	BD-21  1074A	0.39300	0.40000	3500.00000	19.87755	M	76.70798	-21.58587	222.48980	-32.17472	
1	2.80245	3.53319	9.79517	0.00000	1.88575	2.81201	0.60219	4.37811	0.78802	0.17782	0.08325	0.20348	0.03345	0.03345	0.00067	0.00168	18.65972	0.92411	392.51130	20	BD-21  1074A	0.39300	0.40000	3500.00000	19.87755	M	76.70798	-21.58587	222.48980	-32.17472	
2	1.70271	5.91420	3.40098	0.00000	0.79346	4.48799	3.61611	2.30292	0.63506	0.01865	0.01349	1.70304	0.04716	0.04716	0.00229	0.00237	9.38856	0.45556	378.66837	20	BD-21  1074A	0.39300	0.40000	3500.00000	19.87755	M	76.70798	-21.58587	222.48980	-32.17472	
2	1.58905	52.59434	8.64896	0.00000	0.79346	5.20133	1.03296	4.00070	0.05768	0.25985	0.03021	1.70304	0.20243	0.20243	0.00750	0.01018	0.50958	0.73253	231.68887	20	BD-21  1074A	0.39300	0.40000	3500.00000	19.87755	M	76.70798	-21.58587	222.48980	-32.17472	
2	2.24368	169.74356	6.74323	0.00000	0.79346	3.05706	1.03783	5.09394	0.78615	0.43382	0.01191	1.70304	0.44210	0.44210	0.02211	0.02224	0.10684	0.37391	108.20926	20	BD-21  1074A	0.39300	0.40000	3500.00000	19.87755	M	76.70798	-21.58587	222.48980	-32.17472	
2	0.76354	314.98585	0.24411	0.00000	0.79346	4.28177	2.02011	4.51636	0.14788	0.43026	0.03009	1.70304	0.66760	0.66760	0.03305	0.03359	0.04685	0.23410	124.41254	20	BD-21  1074A	0.39300	0.40000	3500.00000	19.87755	M	76.70798	-21.58587	222.48980	-32.17472	
4	2.00412	0.52490	14.52661	0.00000	1.78460	2.09708	3.13526	6.10607	0.74177	0.47902	0.03844	0.22373	0.00938	0.00938	0.00046	0.00047	237.15386	0.23425	778.60063	20	BD-21  1074A	0.39300	0.40000	3500.00000	19.87755	M	76.70798	-21.58587	222.48980	-32.17472	
4	0.76767	1.65682	0.44547	0.00000	1.78460	1.24250	5.35523	2.67331	0.24368	0.35176	0.01470	0.22373	0.02019	0.02019	0.00028	0.00102	51.21867	0.00219	694.36346	20	BD-21  1074A	0.39300	0.40000	3500.00000	19.87755	M	76.70798	-21.58587	222.48980	-32.17472	
4	1.27071	175.76984	1.45303	0.00000	1.78460	3.86675	5.71828	0.67272	0.05651	0.13363	0.08091	0.22373	0.45250	0.45250	0.02264	0.02276	0.10198	0.26749	155.01424	20	BD-21  1074A	0.39300	0.40000	3500.00000	19.87755	M	76.70798	-21.58587	222.48980	-32.17472	
0	1.91760	0.70281	3.06594	0.00000	1.09307	2.70582	3.37697	0.00744	0.53857	0.39026	0.00578	2.94008	0.01203	0.01203	0.00060	0.00061	233.85411	0.43235	897.04862	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
0	1.92415	3.98825	7.96035	0.00000	1.09307	5.62088	3.47419	5.13261	0.53883	0.59040	0.08642	2.94008	0.03827	0.03827	0.00149	0.00196	23.10410	0.06383	502.85370	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
0	0.79123	9.60779	0.30038	0.00000	1.09307	2.77152	1.09498	6.01814	0.43494	0.58004	0.07239	2.94008	0.06877	0.06877	0.00266	0.00352	7.15430	0.06185	394.65729	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
0	1.73254	298.64746	2.59716	0.00000	1.09307	1.47320	0.73962	2.85357	0.61739	0.25535	0.02045	2.94008	0.67990	0.67990	0.03204	0.03476	0.07320	0.53630	113.86079	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
1	1.14289	2.09803	2.02490	0.00000	2.27046	3.55749	5.47082	5.72532	0.77411	0.40015	0.05793	354.51117	0.02494	0.02494	0.00084	0.00128	54.40616	0.78779	521.12197	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
1	1.28861	33.93640	3.47225	0.00000	2.27046	0.77953	5.13270	0.02493	0.18860	0.16776	0.08277	354.51117	0.15951	0.15951	0.00590	0.00815	1.32998	0.74300	283.67670	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
2	1.37762	5.25417	9.59409	0.00000	1.09487	3.70264	5.12257	2.27704	0.72913	0.45053	0.04991	0.46132	0.04599	0.04599	0.00141	0.00235	15.99779	0.02739	401.56604	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
2	0.81947	58.15261	0.50451	0.00000	1.09487	4.98493	1.03661	1.07035	0.73371	0.48632	0.04467	0.46132	0.22841	0.22841	0.00753	0.01168	0.64859	0.03480	179.42570	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
3	2.33825	2.14605	6.74323	0.00000	1.24245	5.09871	0.18647	2.26959	0.14089	0.41463	0.07625	6.50291	0.02532	0.02532	0.00104	0.00129	52.78937	0.07776	722.27483	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
3	1.23563	24.10313	2.70717	0.00000	1.24245	1.12256	1.85481	3.84424	0.66148	0.42623	0.04750	6.50291	0.12698	0.12698	0.00554	0.00649	2.09878	0.62376	255.52992	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
3	2.03739	64.91507	2.94136	0.00000	1.24245	2.45942	3.77471	1.09801	0.66729	0.07173	0.00297	6.50291	0.24579	0.24579	0.00448	0.01257	0.56011	0.93949	182.86852	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
4	0.76196	0.66954	0.20679	0.00000	2.01524	1.96336	3.47242	3.32916	0.73010	0.44295	0.01629	4.05291	0.01165	0.01165	0.00053	0.00060	249.47782	0.12705	797.28489	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
4	0.52417	15.43302	0.24923	0.00000	2.01524	2.51037	2.89260	4.84636	0.16781	0.40803	0.04176	4.05291	0.09433	0.09433	0.00213	0.00482	3.80304	0.00999	371.22941	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
4	2.95149	29.81266	7.79694	0.00000	2.01524	1.28590	0.96797	5.16267	0.04466	0.28855	0.08670	4.05291	0.14631	0.14631	0.00741	0.00748	1.58075	0.38991	308.53814	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
4	1.05106	102.77015	1.02127	0.00000	2.01524	4.67076	1.41289	0.69692	0.00207	0.06795	0.08516	4.05291	0.33387	0.33387	0.01079	0.01707	0.30356	0.03244	206.48537	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
4	1.27682	214.93446	1.61182	0.00000	2.01524	0.79877	0.15825	2.11696	0.17190	0.16440	0.09596	4.05291	0.54602	0.54602	0.02026	0.02792	0.11350	0.05317	154.10704	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
4	0.61193	399.12341	0.22467	0.00000	2.01524	5.64068	0.59037	0.15332	0.58483	0.01680	0.02404	4.05291	0.82491	0.82491	0.03338	0.04217	0.04973	0.07426	105.50151	21	CD-28  1030	0.46000	0.47000	3650.00000	19.55998	M	46.98230	-28.21971	223.05150	-59.86073	
0	1.70830	0.97588	2.65160	0.00000	1.55291	0.39160	4.11094	3.84912	0.32978	0.17347	0.04474	0.72521	0.01087	0.01087	0.00009	0.00081	41.56457	0.00013	639.42427	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
0	0.66086	142.63006	0.14839	0.00000	1.55291	3.45713	4.05477	1.72975	0.13832	0.23414	0.01983	0.72521	0.30167	0.30167	0.01972	0.02245	0.05399	0.59453	129.26095	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
0	1.66570	310.68562	2.20006	0.00000	1.55291	5.68231	4.89823	3.35262	0.22716	0.27810	0.05616	0.72521	0.50692	0.50692	0.01459	0.03772	0.01912	0.00655	97.03964	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
0	1.69596	461.70566	2.24617	0.00000	1.55291	3.10696	0.76598	1.80452	0.16957	0.19008	0.06602	0.72521	0.66014	0.66014	0.04133	0.04913	0.01127	0.09581	86.57739	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
1	2.32792	4.70905	4.18489	0.00000	1.06377	3.90344	5.90960	1.30034	0.36457	0.59093	0.07415	860.65804	0.03105	0.03105	0.00165	0.00231	5.09733	0.05033	373.38471	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
1	0.70301	144.06980	0.41860	0.00000	1.06377	6.19330	3.24475	0.30685	0.08650	0.50286	0.02439	860.65804	0.30370	0.30370	0.02118	0.02260	0.05327	0.51207	130.72340	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
1	0.53169	444.94614	0.13943	0.00000	1.06377	0.58490	4.69114	0.32896	0.12639	0.56386	0.04303	860.65804	0.64407	0.64407	0.02651	0.04793	0.01184	0.85376	88.76900	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
2	1.21182	12.14585	4.64220	0.00000	1.36902	0.17871	0.29354	0.58703	0.11510	0.56568	0.08431	2.98572	0.05839	0.05839	0.00285	0.00435	1.44107	0.03675	295.76576	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
2	1.21650	227.91785	1.86368	0.00000	1.36902	5.83041	2.11239	2.88703	0.36645	0.14677	0.07515	2.98572	0.41233	0.41233	0.01050	0.03068	0.02890	0.94410	102.38117	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
3	1.13894	17.24048	1.75125	0.00000	1.69318	1.99282	0.64694	4.53563	0.63611	0.50238	0.08750	277.23599	0.07375	0.07375	0.00256	0.00549	0.90335	0.89662	210.74589	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
3	1.88614	46.47417	3.13020	0.00000	1.69318	3.37015	1.79102	2.34834	0.09292	0.59595	0.05909	277.23599	0.14285	0.14285	0.00587	0.01063	0.24079	0.85445	190.27171	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
3	0.50344	264.87433	0.06608	0.00000	1.69318	1.10391	1.53456	2.62051	0.52146	0.03441	0.07598	277.23599	0.45578	0.45578	0.01828	0.03392	0.02365	0.86127	90.78199	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
3	0.71111	416.37303	0.40159	0.00000	1.69318	1.89111	3.37882	1.45897	0.45302	0.38201	0.04229	277.23599	0.61619	0.61619	0.00798	0.04585	0.01294	0.98529	80.72942	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
4	1.02468	2.10418	0.70306	0.00000	2.20875	3.51890	5.05559	2.50804	0.38587	0.37569	0.01720	11.76059	0.01815	0.01815	0.00086	0.00135	14.92147	0.03357	484.25274	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
4	1.18311	70.80405	1.75125	0.00000	2.20875	0.85980	0.22576	2.66098	0.38279	0.41582	0.09272	11.76059	0.18913	0.18913	0.01378	0.01407	0.13735	0.22360	150.18391	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
4	6.95213	187.75549	19.42121	0.00000	2.20875	5.97801	4.71899	2.23943	0.33258	0.48470	0.05404	11.76059	0.36235	0.36235	0.02332	0.02696	0.03742	0.10829	110.64603	22	CD-31   908	0.24300	0.18000	3100.00000	13.43795	M	34.14628	-30.96875	229.67648	-71.03028	
0	1.37176	3.40118	2.82183	0.00000	2.26323	2.32715	3.96171	4.17158	0.79873	0.07796	0.06086	2.38169	0.02825	0.02825	0.00142	0.00211	10.66452	0.04036	336.88587	23	CD-31   909	0.29100	0.26000	3250.00000	13.41301	M	34.17166	-30.98840	229.72915	-71.00649	
0	0.54164	36.17115	0.09209	0.00000	2.26323	1.51749	4.35513	4.15029	0.63092	0.32343	0.09751	2.38169	0.13663	0.13663	0.00806	0.01019	0.45600	0.07401	178.26876	23	CD-31   909	0.29100	0.26000	3250.00000	13.41301	M	34.17166	-30.98840	229.72915	-71.00649	
0	1.54472	80.94870	1.78795	0.00000	2.26323	4.00426	2.78264	2.44631	0.25587	0.36574	0.02847	2.38169	0.23376	0.23376	0.01295	0.01743	0.15578	0.72734	162.40196	23	CD-31   909	0.29100	0.26000	3250.00000	13.41301	M	34.17166	-30.98840	229.72915	-71.00649	
0	0.52870	263.51631	0.08476	0.00000	2.26323	4.15669	5.25955	5.23392	0.54989	0.45343	0.07602	2.38169	0.51345	0.51345	0.02825	0.03828	0.03229	0.73133	96.63709	23	CD-31   909	0.29100	0.26000	3250.00000	13.41301	M	34.17166	-30.98840	229.72915	-71.00649	
1	0.85336	2.09877	0.58334	0.00000	1.08242	1.61428	2.67302	2.94939	0.62168	0.46499	0.05352	1.70162	0.02048	0.02048	0.00128	0.00153	20.29990	0.63731	463.33221	23	CD-31   909	0.29100	0.26000	3250.00000	13.41301	M	34.17166	-30.98840	229.72915	-71.00649	
