nMC	Rp	Porb	Mp	ecc	inc	Omega	omega	theta	Abond	AgeomVIS	AgeomMIR	zodis	a	rp	ang_sep	ang_sep_max	Finc	f	Tp	nstar	SName	Rs	Ms	Ts	dist	stype	ra	dec	lGal	bGal	
Nuniverse	Rp	Porb	Mp	ep	ip	Omegap	omegap	thetap	Abond	AgeomVIS	AgeomMIR	z	ap	rp	AngSep	maxAngSep	Fp	fp	Tp	Nstar	SName	Rs	Ms	Ts	Ds	Stype	RA	Dec	lGal	bGal	
0	2.40854	9.05603	3.26278	0.00000	0.97164	1.32844	3.78831	0.58592	0.40246	0.21131	0.06727	4.82168	0.05427	0.05427	0.00174	0.00278	2.88977	0.81057	319.05179	471	G  62-18	0.29100	0.26000	3250.00000	19.51280	M	198.52433	3.89968	317.02812	66.14933	
1	1.49705	3.17149	3.40098	0.00000	1.80519	2.18895	2.08906	1.80142	0.34708	0.20628	0.02042	3.30712	0.02697	0.02697	0.00104	0.00138	11.70656	0.72218	462.78109	471	G  62-18	0.29100	0.26000	3250.00000	19.51280	M	198.52433	3.89968	317.02812	66.14933	
1	0.68331	98.97741	0.20679	0.00000	1.80519	0.18470	2.93526	0.84331	0.49145	0.10383	0.00391	3.30712	0.26729	0.26729	0.01117	0.01370	0.11914	0.66249	138.08717	471	G  62-18	0.29100	0.26000	3250.00000	19.51280	M	198.52433	3.89968	317.02812	66.14933	
1	0.62404	135.53616	0.17884	0.00000	1.80519	4.27120	3.17373	4.85828	0.58816	0.29151	0.01776	3.30712	0.32961	0.32961	0.00488	0.01689	0.07835	0.00266	117.96336	471	G  62-18	0.29100	0.26000	3250.00000	19.51280	M	198.52433	3.89968	317.02812	66.14933	
1	0.62596	167.70821	0.19838	0.00000	1.80519	3.24532	6.21401	5.73103	0.44576	0.26031	0.02714	3.30712	0.37990	0.37990	0.01605	0.01947	0.05898	0.65395	118.34649	471	G  62-18	0.29100	0.26000	3250.00000	19.51280	M	198.52433	3.89968	317.02812	66.14933	
1	0.65638	259.40184	0.16122	0.00000	1.80519	0.27430	1.22662	2.36708	0.55533	0.55475	0.06078	3.30712	0.50809	0.50809	0.02357	0.02604	0.03297	0.55996	96.85006	471	G  62-18	0.29100	0.26000	3250.00000	19.51280	M	198.52433	3.89968	317.02812	66.14933	
0	1.09578	48.26497	1.15661	0.00000	2.64463	5.07648	6.14220	2.25454	0.75255	0.39351	0.02996	259.08805	0.16560	0.16560	0.01125	0.01233	0.31041	0.14110	146.52496	472	G  62-28	0.29100	0.26000	3250.00000	13.43266	M	199.50720	2.23389	318.40485	64.30387	
0	0.58679	248.72975	0.34731	0.00000	2.64463	1.23743	1.87728	1.64768	0.20313	0.13240	0.04099	259.08805	0.49406	0.49406	0.03619	0.03678	0.03487	0.41255	113.63706	472	G  62-28	0.29100	0.26000	3250.00000	13.43266	M	199.50720	2.23389	318.40485	64.30387	
0	3.36543	432.39999	5.71221	0.00000	2.64463	1.64919	5.25468	5.23494	0.37611	0.40733	0.06580	259.08805	0.71431	0.71431	0.04833	0.05318	0.01668	0.55492	88.89895	472	G  62-28	0.29100	0.26000	3250.00000	13.43266	M	199.50720	2.23389	318.40485	64.30387	
1	2.04906	29.33475	3.06594	0.00000	1.21435	3.71354	0.73799	1.84358	0.43662	0.45429	0.08899	6.52889	0.11882	0.11882	0.00767	0.00885	0.60293	0.10973	212.48222	472	G  62-28	0.29100	0.26000	3250.00000	13.43266	M	199.50720	2.23389	318.40485	64.30387	
1	1.00951	122.46985	1.10961	0.00000	1.21435	1.74937	2.32180	6.11906	0.34579	0.02174	0.05739	6.52889	0.30807	0.30807	0.01434	0.02293	0.08969	0.03125	136.98355	472	G  62-28	0.29100	0.26000	3250.00000	13.43266	M	199.50720	2.23389	318.40485	64.30387	
0	2.09217	1.96143	4.45356	0.00000	0.72935	1.82754	2.50841	0.24956	0.25824	0.36805	0.05276	2.63997	0.01957	0.01957	0.00099	0.00102	22.21691	0.20356	560.77833	473	G  63-32	0.29100	0.26000	3250.00000	19.11998	M	202.33880	11.44074	334.34727	71.95980	
0	2.43706	31.76706	3.47225	0.00000	0.72935	2.72844	5.06752	0.41199	0.08404	0.02627	0.06298	2.63997	0.12530	0.12530	0.00575	0.00655	0.54218	0.59557	233.64644	473	G  63-32	0.29100	0.26000	3250.00000	19.11998	M	202.33880	11.44074	334.34727	71.95980	
0	6.15582	256.38415	44.52425	0.00000	0.72935	1.86055	5.48187	2.58346	0.53322	0.13335	0.09546	2.63997	0.50415	0.50415	0.02000	0.02637	0.03349	0.06287	98.41551	473	G  63-32	0.29100	0.26000	3250.00000	19.11998	M	202.33880	11.44074	334.34727	71.95980	
1	0.81652	0.83820	0.64709	0.00000	1.32653	4.51934	5.35958	6.08506	0.42340	0.05569	0.07655	1.55716	0.01111	0.01111	0.00028	0.00058	69.02165	0.88760	699.06695	473	G  63-32	0.29100	0.26000	3250.00000	19.11998	M	202.33880	11.44074	334.34727	71.95980	
1	0.73573	2.89957	0.31310	0.00000	1.32653	0.34717	1.68740	5.44688	0.53552	0.39235	0.00239	1.55716	0.02540	0.02540	0.00091	0.00133	13.19277	0.04277	437.90448	473	G  63-32	0.29100	0.26000	3250.00000	19.11998	M	202.33880	11.44074	334.34727	71.95980	
1	0.70905	12.38981	0.17157	0.00000	1.32653	1.64234	4.77412	2.32147	0.10339	0.12057	0.03272	1.55716	0.06689	0.06689	0.00248	0.00350	1.90266	0.04898	318.08660	473	G  63-32	0.29100	0.26000	3250.00000	19.11998	M	202.33880	11.44074	334.34727	71.95980	
1	1.00629	435.34660	0.59557	0.00000	1.32653	4.36532	1.86495	0.35236	0.38074	0.36972	0.04870	1.55716	0.71755	0.71755	0.02374	0.03753	0.01653	0.03251	88.53289	473	G  63-32	0.29100	0.26000	3250.00000	19.11998	M	202.33880	11.44074	334.34727	71.95980	
0	0.84071	49.13047	0.26523	0.00000	2.69440	2.98676	0.18561	2.78641	0.56574	0.36278	0.06989	2.66130	0.12950	0.12950	0.00918	0.00921	0.09662	0.28267	125.96546	474	G  65-39	0.14900	0.12000	3000.00000	14.06193	M	213.88562	4.65873	348.39034	59.88504	
1	1.97904	38.68451	2.82183	0.00000	1.23931	2.42862	4.70490	0.05697	0.28484	0.28422	0.01088	4.16837	0.11042	0.11042	0.00258	0.00785	0.13288	0.94835	154.53259	474	G  65-39	0.14900	0.12000	3000.00000	14.06193	M	213.88562	4.65873	348.39034	59.88504	
1	0.61755	55.36830	0.15467	0.00000	1.23931	4.43401	2.55758	4.48206	0.24633	0.54562	0.03340	4.16837	0.14024	0.14024	0.00759	0.00997	0.08238	0.06357	138.93351	474	G  65-39	0.14900	0.12000	3000.00000	14.06193	M	213.88562	4.65873	348.39034	59.88504	
0	2.79721	9.38017	10.86556	0.00000	1.82952	4.70288	0.04741	0.13520	0.44196	0.59716	0.07224	144.97261	0.05556	0.05556	0.00422	0.00428	2.75740	0.23545	309.98736	475	G  65-49	0.29100	0.26000	3250.00000	12.97212	M	216.23327	8.88762	357.77710	61.35318	
0	1.79316	451.94611	4.09898	0.00000	1.82952	2.53632	5.73789	3.03126	0.59539	0.27973	0.09395	144.97261	0.73568	0.73568	0.04582	0.05671	0.01573	0.08071	78.61024	475	G  65-49	0.29100	0.26000	3250.00000	12.97212	M	216.23327	8.88762	357.77710	61.35318	
1	1.26750	127.78627	2.65160	0.00000	2.09021	4.34803	4.30760	1.87900	0.06190	0.35869	0.01671	1.15716	0.31692	0.31692	0.02435	0.02443	0.08475	0.36128	147.79176	475	G  65-49	0.29100	0.26000	3250.00000	12.97212	M	216.23327	8.88762	357.77710	61.35318	
0	0.76111	158.46003	0.62079	0.00000	2.76067	0.14237	1.37855	1.90700	0.75551	0.09653	0.02887	312.69654	0.42228	0.42228	0.02556	0.02559	0.11710	0.34543	114.48871	476	G  68-5	0.39300	0.40000	3500.00000	16.50015	M	349.36728	19.61308	94.46966	-38.01050	
1	0.59841	7.87448	0.13102	0.00000	1.14044	6.17540	2.49479	5.93951	0.35352	0.12391	0.06082	236.95545	0.05708	0.05708	0.00225	0.00346	6.40960	0.03572	397.10021	476	G  68-5	0.39300	0.40000	3500.00000	16.50015	M	349.36728	19.61308	94.46966	-38.01050	
1	1.95086	60.58463	4.54690	0.00000	1.14044	6.25500	2.58539	5.58397	0.28829	0.52102	0.03678	236.95545	0.22245	0.22245	0.00679	0.01348	0.42200	0.01516	206.04260	476	G  68-5	0.39300	0.40000	3500.00000	16.50015	M	349.36728	19.61308	94.46966	-38.01050	
0	0.81979	2.05429	2.34131	0.00000	1.76119	0.74385	5.60603	3.57762	0.06280	0.11234	0.00951	196.22191	0.02019	0.02019	0.00186	0.00191	20.88808	0.20986	585.44535	477	G  68-8	0.29100	0.26000	3250.00000	10.56536	M	350.40603	17.29039	94.26090	-40.52834	
0	0.68284	25.44583	0.20679	0.00000	1.76119	3.32940	5.03898	4.34923	0.28650	0.12500	0.00626	196.22191	0.10807	0.10807	0.01022	0.01023	0.72883	0.30056	236.35183	477	G  68-8	0.29100	0.26000	3250.00000	10.56536	M	350.40603	17.29039	94.26090	-40.52834	
0	0.85947	80.84026	0.74820	0.00000	1.76119	5.49237	4.92076	0.72734	0.68221	0.10749	0.02995	196.22191	0.23355	0.23355	0.01797	0.02211	0.15605	0.66529	131.34336	477	G  68-8	0.29100	0.26000	3250.00000	10.56536	M	350.40603	17.29039	94.26090	-40.52834	
0	0.53976	105.42639	0.25445	0.00000	1.76119	0.29123	2.21708	1.96485	0.16855	0.00309	0.03341	196.22191	0.27878	0.27878	0.01403	0.02639	0.10953	0.86509	152.89455	477	G  68-8	0.29100	0.26000	3250.00000	10.56536	M	350.40603	17.29039	94.26090	-40.52834	
1	1.94275	0.53852	5.04378	0.00000	1.50863	4.24339	4.28404	0.39901	0.56776	0.39115	0.03791	662.23915	0.00827	0.00827	0.00005	0.00078	124.50319	0.99767	753.84279	477	G  68-8	0.29100	0.26000	3250.00000	10.56536	M	350.40603	17.29039	94.26090	-40.52834	
1	1.93878	20.41991	15.14189	0.00000	1.50863	4.34860	1.32901	2.94852	0.79726	0.27264	0.09461	662.23915	0.09332	0.09332	0.00375	0.00883	0.97733	0.91398	185.69465	477	G  68-8	0.29100	0.26000	3250.00000	10.56536	M	350.40603	17.29039	94.26090	-40.52834	
0	2.76119	2.85650	15.78324	0.00000	0.53533	0.77673	6.10745	2.71152	0.62563	0.47641	0.05162	345.95577	0.01944	0.01944	0.00148	0.00155	4.28944	0.18660	313.31411	478	G  69-47	0.14900	0.12000	3000.00000	12.52492	M	16.40686	28.49266	126.70515	-34.27510	
0	1.61336	142.12466	2.54385	0.00000	0.53533	4.80134	0.32079	1.66078	0.27072	0.33885	0.09064	345.95577	0.26291	0.26291	0.01855	0.02099	0.02344	0.11996	100.63881	478	G  69-47	0.14900	0.12000	3000.00000	12.52492	M	16.40686	28.49266	126.70515	-34.27510	
1	1.62855	0.64464	3.61933	0.00000	1.93409	0.06808	0.01470	5.15848	0.45784	0.51797	0.08361	3.08159	0.00720	0.00720	0.00031	0.00058	31.21919	0.85711	564.53534	478	G  69-47	0.14900	0.12000	3000.00000	12.52492	M	16.40686	28.49266	126.70515	-34.27510	
1	0.65183	30.60186	0.17884	0.00000	1.93409	0.79993	1.15600	2.66087	0.18471	0.38701	0.07438	3.08159	0.09445	0.09445	0.00612	0.00754	0.18163	0.66654	172.65452	478	G  69-47	0.14900	0.12000	3000.00000	12.52492	M	16.40686	28.49266	126.70515	-34.27510	
1	1.20453	168.89541	1.36537	0.00000	1.93409	1.85524	4.87404	0.28247	0.05393	0.12839	0.05624	3.08159	0.29497	0.29497	0.01263	0.02355	0.01862	0.86268	101.40058	478	G  69-47	0.14900	0.12000	3000.00000	12.52492	M	16.40686	28.49266	126.70515	-34.27510	
0	1.55262	7.86643	3.26278	0.00000	1.77464	1.54565	0.44747	6.26618	0.55504	0.31895	0.06535	4.54885	0.04371	0.04371	0.00323	0.00354	2.57168	0.14095	287.86492	479	G  70-28	0.24300	0.18000	3100.00000	12.35735	M	15.23488	-4.44904	129.05514	-67.20776	
0	0.77333	20.35600	0.36203	0.00000	1.77464	2.78299	1.13348	1.71993	0.14485	0.11406	0.04107	4.54885	0.08239	0.08239	0.00640	0.00667	0.72388	0.19156	246.87683	479	G  70-28	0.24300	0.18000	3100.00000	12.35735	M	15.23488	-4.44904	129.05514	-67.20776	
0	0.50391	26.77276	0.05715	0.00000	1.77464	4.41323	4.79079	0.75827	0.36924	0.38770	0.00199	4.54885	0.09890	0.09890	0.00604	0.00800	0.50234	0.71770	208.81871	479	G  70-28	0.24300	0.18000	3100.00000	12.35735	M	15.23488	-4.44904	129.05514	-67.20776	
0	1.06257	41.11870	0.76388	0.00000	1.77464	4.23398	4.67838	3.61286	0.54793	0.56291	0.03597	4.54885	0.13165	0.13165	0.00492	0.01065	0.28349	0.01144	166.52910	479	G  70-28	0.24300	0.18000	3100.00000	12.35735	M	15.23488	-4.44904	129.05514	-67.20776	
0	0.65979	57.08667	0.21555	0.00000	1.77464	1.40318	6.11040	0.38315	0.04436	0.51347	0.08128	4.54885	0.16384	0.16384	0.01298	0.01326	0.18304	0.22274	179.99601	479	G  70-28	0.24300	0.18000	3100.00000	12.35735	M	15.23488	-4.44904	129.05514	-67.20776	
0	0.83101	140.22991	0.53690	0.00000	1.77464	4.20219	0.45715	2.69445	0.14100	0.33242	0.03478	4.54885	0.29828	0.29828	0.02414	0.02414	0.05522	0.32323	129.89284	479	G  70-28	0.24300	0.18000	3100.00000	12.35735	M	15.23488	-4.44904	129.05514	-67.20776	
0	0.50416	185.38479	0.06473	0.00000	1.77464	5.61721	3.85465	4.75527	0.23358	0.43210	0.09144	4.54885	0.35929	0.35929	0.02040	0.02907	0.03806	0.04694	115.02526	479	G  70-28	0.24300	0.18000	3100.00000	12.35735	M	15.23488	-4.44904	129.05514	-67.20776	
0	2.02323	449.40473	5.36760	0.00000	1.77464	1.43208	5.77946	0.91496	0.15128	0.26817	0.06042	4.54885	0.64837	0.64837	0.04828	0.05247	0.01169	0.14729	87.83729	479	G  70-28	0.24300	0.18000	3100.00000	12.35735	M	15.23488	-4.44904	129.05514	-67.20776	
1	2.15876	40.91832	7.17616	0.00000	1.77521	5.97692	2.76458	2.51654	0.01700	0.25799	0.07611	1.54922	0.13122	0.13122	0.00600	0.01062	0.28534	0.84720	202.55015	479	G  70-28	0.24300	0.18000	3100.00000	12.35735	M	15.23488	-4.44904	129.05514	-67.20776	
1	7.00919	191.37950	48.37585	0.00000	1.77521	2.61623	5.43833	4.70394	0.11509	0.54775	0.09182	1.54922	0.36699	0.36699	0.02272	0.02970	0.03648	0.70881	117.97583	479	G  70-28	0.24300	0.18000	3100.00000	12.35735	M	15.23488	-4.44904	129.05514	-67.20776	
0	1.11443	2.97017	4.09898	0.00000	1.34460	5.18343	2.75654	0.53964	0.25996	0.54560	0.07915	1.95423	0.01858	0.01858	0.00098	0.00099	2.34213	0.39692	319.35264	480	G  73-45	0.12900	0.09700	2710.00000	18.72971	M	35.19272	2.97711	162.00287	-52.98102	
0	2.24771	15.34335	4.73949	0.00000	1.34460	1.48121	3.50468	3.82723	0.42097	0.46402	0.03868	1.95423	0.05553	0.05553	0.00159	0.00296	0.26228	0.01851	173.74758	480	G  73-45	0.12900	0.09700	2710.00000	18.72971	M	35.19272	2.97711	162.00287	-52.98102	
0	1.84542	50.87851	1.78795	0.00000	1.34460	3.64858	4.89480	4.49582	0.44715	0.15220	0.01614	1.95423	0.12348	0.12348	0.00659	0.00659	0.05304	0.30185	115.17457	480	G  73-45	0.12900	0.09700	2710.00000	18.72971	M	35.19272	2.97711	162.00287	-52.98102	
0	1.38390	199.80070	3.85169	0.00000	1.34460	4.51320	1.42951	1.42316	0.79946	0.28022	0.05528	1.95423	0.30734	0.30734	0.01576	0.01641	0.00856	0.19183	56.65431	480	G  73-45	0.12900	0.09700	2710.00000	18.72971	M	35.19272	2.97711	162.00287	-52.98102	
0	3.32552	489.05451	17.87493	0.00000	1.34460	2.77710	1.23767	0.68547	0.61336	0.07200	0.00220	1.95423	0.55821	0.55821	0.01205	0.02980	0.00260	0.00751	49.53650	480	G  73-45	0.12900	0.09700	2710.00000	18.72971	M	35.19272	2.97711	162.00287	-52.98102	
1	0.52966	2.67786	0.06340	0.00000	2.87798	1.74891	3.81616	4.17604	0.54593	0.24400	0.03003	0.25591	0.01734	0.01734	0.00089	0.00093	2.68906	0.19993	292.57257	480	G  73-45	0.12900	0.09700	2710.00000	18.72971	M	35.19272	2.97711	162.00287	-52.98102	
1	0.74141	93.27405	0.42737	0.00000	2.87798	1.23766	0.36082	1.13107	0.30244	0.29648	0.01943	0.25591	0.18496	0.18496	0.00954	0.00988	0.02364	0.19923	99.73751	480	G  73-45	0.12900	0.09700	2710.00000	18.72971	M	35.19272	2.97711	162.00287	-52.98102	
1	0.83806	386.51456	0.41000	0.00000	2.87798	2.51136	0.56471	2.12497	0.67509	0.56432	0.00650	0.25591	0.47717	0.47717	0.02531	0.02548	0.00355	0.26348	51.29807	480	G  73-45	0.12900	0.09700	2710.00000	18.72971	M	35.19272	2.97711	162.00287	-52.98102	
0	3.10413	4.12313	7.32656	0.00000	1.74870	0.23083	0.31244	4.81319	0.26926	0.50221	0.08208	4.95479	0.02841	0.02841	0.00100	0.00230	6.08533	0.91071	404.17074	481	G  75-35	0.24300	0.18000	3100.00000	12.35295	M	40.31307	-4.53828	177.01065	-55.42311	
0	0.99832	11.21700	1.08683	0.00000	1.74870	3.47693	0.43662	6.01883	0.38019	0.55986	0.06367	4.95479	0.05537	0.05537	0.00442	0.00448	1.60233	0.23850	277.84768	481	G  75-35	0.24300	0.18000	3100.00000	12.35295	M	40.31307	-4.53828	177.01065	-55.42311	
0	2.01356	25.32216	4.27259	0.00000	1.74870	0.77622	0.20406	3.39560	0.57944	0.00758	0.06264	4.95479	0.09529	0.09529	0.00695	0.00771	0.54107	0.56659	192.23072	481	G  75-35	0.24300	0.18000	3100.00000	12.35295	M	40.31307	-4.53828	177.01065	-55.42311	
0	1.21992	59.62858	2.02490	0.00000	1.74870	1.83221	5.93995	3.00501	0.25299	0.31206	0.02083	4.95479	0.16867	0.16867	0.01216	0.01365	0.17271	0.12460	166.80666	481	G  75-35	0.24300	0.18000	3100.00000	12.35295	M	40.31307	-4.53828	177.01065	-55.42311	
1	7.94471	176.28160	97.92665	0.00000	0.51903	0.12306	1.65268	4.61109	0.20736	0.57977	0.02461	203.56366	0.34743	0.34743	0.02812	0.02813	0.04070	0.32314	117.95997	481	G  75-35	0.24300	0.18000	3100.00000	12.35295	M	40.31307	-4.53828	177.01065	-55.42311	
0	2.16748	2.57116	5.25741	0.00000	2.30089	3.75700	1.29657	5.79500	0.29500	0.18356	0.09184	1.46446	0.01812	0.01812	0.00121	0.00144	4.93561	0.09633	380.13353	482	G  76-62	0.14900	0.12000	3000.00000	12.57741	M	47.25070	10.02379	169.56167	-40.07880	
0	2.75834	8.09198	5.04378	0.00000	2.30089	5.28556	0.09716	2.45613	0.01298	0.25638	0.07580	1.46446	0.03891	0.03891	0.00282	0.00309	1.07014	0.13918	282.15997	482	G  76-62	0.14900	0.12000	3000.00000	12.57741	M	47.25070	10.02379	169.56167	-40.07880	
0	2.69293	18.58833	5.95415	0.00000	2.30089	3.31186	1.87005	3.03160	0.60883	0.10031	0.04832	1.46446	0.06774	0.06774	0.00367	0.00539	0.35307	0.77407	169.67188	482	G  76-62	0.14900	0.12000	3000.00000	12.57741	M	47.25070	10.02379	169.56167	-40.07880	
0	1.93260	32.73357	5.04378	0.00000	2.30089	3.48183	2.15780	4.03753	0.62790	0.44250	0.02499	1.46446	0.09879	0.09879	0.00784	0.00785	0.16603	0.35168	138.76094	482	G  76-62	0.14900	0.12000	3000.00000	12.57741	M	47.25070	10.02379	169.56167	-40.07880	
0	0.69523	66.94098	0.23419	0.00000	2.30089	3.38231	0.01103	5.99048	0.35986	0.37906	0.04462	1.46446	0.15916	0.15916	0.01238	0.01265	0.06396	0.42872	125.19977	482	G  76-62	0.14900	0.12000	3000.00000	12.57741	M	47.25070	10.02379	169.56167	-40.07880	
0	0.62575	113.38930	0.10871	0.00000	2.30089	0.44104	5.72338	2.20701	0.27556	0.49984	0.02202	1.46446	0.22616	0.22616	0.01204	0.01798	0.03168	0.03964	108.32822	482	G  76-62	0.14900	0.12000	3000.00000	12.57741	M	47.25070	10.02379	169.56167	-40.07880	
0	0.66089	173.90374	0.25978	0.00000	2.30089	2.47154	0.71240	1.86169	0.20786	0.00455	0.02526	1.46446	0.30077	0.30077	0.02191	0.02391	0.01791	0.14394	96.05700	482	G  76-62	0.14900	0.12000	3000.00000	12.57741	M	47.25070	10.02379	169.56167	-40.07880	
0	1.06454	347.51805	0.81293	0.00000	2.30089	5.40828	3.15592	2.74483	0.38180	0.43757	0.05570	1.46446	0.47718	0.47718	0.03644	0.03794	0.00712	0.46973	71.67845	482	G  76-62	0.14900	0.12000	3000.00000	12.57741	M	47.25070	10.02379	169.56167	-40.07880	
1	1.28089	4.10424	2.02490	0.00000	1.61977	0.02815	3.11361	1.58690	0.66068	0.45698	0.00963	0.04203	0.02475	0.02475	0.00010	0.00197	2.64568	0.99874	270.91873	482	G  76-62	0.14900	0.12000	3000.00000	12.57741	M	47.25070	10.02379	169.56167	-40.07880	
1	1.43482	39.93472	5.25741	0.00000	1.61977	0.48545	5.82195	1.00727	0.04365	0.40247	0.00319	0.04203	0.11279	0.11279	0.00767	0.00897	0.12736	0.10283	164.42549	482	G  76-62	0.14900	0.12000	3000.00000	12.57741	M	47.25070	10.02379	169.56167	-40.07880	
1	4.12829	384.07512	23.40714	0.00000	1.61977	2.80738	4.41326	2.82940	0.54543	0.22543	0.08899	0.04203	0.51008	0.51008	0.02333	0.04056	0.00623	0.02354	64.19866	482	G  76-62	0.14900	0.12000	3000.00000	12.57741	M	47.25070	10.02379	169.56167	-40.07880	
0	0.89372	3.46441	0.58334	0.00000	1.45003	0.80667	4.34582	5.27704	0.43982	0.54225	0.00611	0.33242	0.02860	0.02860	0.00184	0.00187	10.40577	0.42208	432.46802	483	G  77-29	0.29100	0.26000	3250.00000	15.27046	M	47.90288	-4.27693	184.81863	-49.51937	
0	3.05255	128.27114	6.33642	0.00000	1.45003	3.75606	3.68762	4.40747	0.42003	0.16080	0.02898	0.33242	0.31772	0.31772	0.00553	0.02081	0.08432	0.00205	130.88500	483	G  77-29	0.29100	0.26000	3250.00000	15.27046	M	47.90288	-4.27693	184.81863	-49.51937	
0	3.31890	265.77776	41.83816	0.00000	1.45003	5.84879	1.30963	3.80321	0.70466	0.59884	0.02772	0.33242	0.51639	0.51639	0.01371	0.03382	0.03192	0.92176	86.72762	483	G  77-29	0.29100	0.26000	3250.00000	15.27046	M	47.90288	-4.27693	184.81863	-49.51937	
1	3.36857	1.28273	27.63201	0.00000	0.95202	1.60178	3.18929	6.13316	0.35947	0.53885	0.02748	174.17202	0.01475	0.01475	0.00096	0.00097	39.13820	0.27781	622.78688	483	G  77-29	0.29100	0.26000	3250.00000	15.27046	M	47.90288	-4.27693	184.81863	-49.51937	
1	1.58752	3.72069	6.07894	0.00000	0.95202	4.50895	0.84271	2.14029	0.28829	0.31225	0.02405	174.17202	0.02999	0.02999	0.00195	0.00196	9.46125	0.25662	448.34970	483	G  77-29	0.29100	0.26000	3250.00000	15.27046	M	47.90288	-4.27693	184.81863	-49.51937	
1	2.03371	40.42514	5.59494	0.00000	0.95202	4.42908	0.35162	4.27034	0.29524	0.26500	0.07919	174.17202	0.14714	0.14714	0.00563	0.00964	0.39317	0.83611	201.93336	483	G  77-29	0.29100	0.26000	3250.00000	15.27046	M	47.90288	-4.27693	184.81863	-49.51937	
1	1.38091	140.99261	2.49163	0.00000	0.95202	1.45669	4.77921	2.82404	0.17418	0.58909	0.02895	174.17202	0.33840	0.33840	0.01361	0.02216	0.07433	0.02938	138.53887	483	G  77-29	0.29100	0.26000	3250.00000	15.27046	M	47.90288	-4.27693	184.81863	-49.51937	
1	0.58622	342.52614	0.17517	0.00000	0.95202	2.96482	0.17610	0.90256	0.49586	0.27817	0.04115	174.17202	0.61154	0.61154	0.02788	0.04005	0.02276	0.04563	91.09377	483	G  77-29	0.29100	0.26000	3250.00000	15.27046	M	47.90288	-4.27693	184.81863	-49.51937	
0	1.10685	3.90032	1.75125	0.00000	0.49057	0.61351	2.53651	3.89978	0.09536	0.51198	0.02164	0.62942	0.03573	0.03573	0.00207	0.00207	16.35537	0.28321	545.86853	484	G  77-46	0.39300	0.40000	3500.00000	17.22950	M	50.44551	-6.67339	190.06744	-48.89203	
0	0.61957	8.75016	0.22467	0.00000	0.49057	4.21551	0.79671	4.07285	0.55223	0.59250	0.09341	0.62942	0.06124	0.06124	0.00315	0.00355	5.56893	0.58610	349.75324	484	G  77-46	0.39300	0.40000	3500.00000	17.22950	M	50.44551	-6.67339	190.06744	-48.89203	
0	1.63375	106.82013	6.46922	0.00000	0.49057	5.59473	4.63494	4.56373	0.45394	0.40931	0.02010	0.62942	0.32466	0.32466	0.01874	0.01884	0.19812	0.26728	159.62260	484	G  77-46	0.39300	0.40000	3500.00000	17.22950	M	50.44551	-6.67339	190.06744	-48.89203	
1	1.04987	0.75322	0.81293	0.00000	1.08218	3.79304	1.38526	2.60557	0.19615	0.46646	0.04626	162.00169	0.01194	0.01194	0.00052	0.00069	146.51911	0.72270	916.89672	484	G  77-46	0.39300	0.40000	3500.00000	17.22950	M	50.44551	-6.67339	190.06744	-48.89203	
1	1.15288	3.88277	1.75125	0.00000	1.08218	0.45856	3.96458	3.72692	0.66069	0.46221	0.06020	162.00169	0.03562	0.03562	0.00101	0.00207	16.45402	0.01394	427.82863	484	G  77-46	0.39300	0.40000	3500.00000	17.22950	M	50.44551	-6.67339	190.06744	-48.89203	
1	2.15521	8.77352	4.54690	0.00000	1.08218	4.82218	3.56397	6.12656	0.44295	0.40369	0.04108	162.00169	0.06134	0.06134	0.00346	0.00356	5.54918	0.44286	369.04968	484	G  77-46	0.39300	0.40000	3500.00000	17.22950	M	50.44551	-6.67339	190.06744	-48.89203	
0	1.23643	28.31061	2.24617	0.00000	2.87241	3.02152	1.61939	5.30641	0.17555	0.46795	0.03416	3.81286	0.10265	0.10265	0.00620	0.00628	0.46629	0.24267	219.15859	485	G  77-48	0.24300	0.18000	3100.00000	16.35609	M	50.51708	2.94298	179.27750	-42.86252	
0	0.77634	168.02085	0.53690	0.00000	2.87241	6.13036	2.26947	2.44854	0.56169	0.36482	0.03190	3.81286	0.33649	0.33649	0.01983	0.02057	0.04339	0.46260	103.36113	485	G  77-48	0.24300	0.18000	3100.00000	16.35609	M	50.51708	2.94298	179.27750	-42.86252	
1	0.83702	1.47591	0.51508	0.00000	2.24075	1.10656	2.54545	4.29435	0.17251	0.39372	0.03507	2.96955	0.01433	0.01433	0.00080	0.00088	23.94284	0.13896	587.20363	485	G  77-48	0.24300	0.18000	3100.00000	16.35609	M	50.51708	2.94298	179.27750	-42.86252	
1	2.50449	450.50962	8.12718	0.00000	2.24075	0.01228	2.01555	5.77824	0.14772	0.04660	0.07398	2.96955	0.64943	0.64943	0.02473	0.03971	0.01165	0.03080	87.85743	485	G  77-48	0.24300	0.18000	3100.00000	16.35609	M	50.51708	2.94298	179.27750	-42.86252	
0	0.65792	11.06045	0.29421	0.00000	1.85086	6.26134	5.40104	4.50701	0.44245	0.14681	0.09418	9.88047	0.06201	0.06201	0.00292	0.00326	2.21352	0.57390	293.35670	486	G  78-28	0.29100	0.26000	3250.00000	19.00364	M	49.30090	45.37281	148.02475	-10.27877	
